"pwdyear","location","env","strain","Market.class","DTF","PH","DTM","PPP","HSW","YPPlnt","CV1","CV2","CV0","geno_fold","env_fold","CV00"
2015,"Amlaha","2015.Amlaha","GG2","Desi",79,47.62369169,120,36.44253002,31.08991223,8.264730261,3,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC11312","Desi",85,45.39186751,120.0000005,67.00645824,12.85382109,26.04683687,1,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC11316","Desi",95.00014569,32.03165792,117.9974539,33.07429417,16.24542102,21.79622184,2,4,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC11318","Desi",94,44.21067388,130,22.8368352,13.97863845,13.79267758,4,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC11321","Desi",90.08569361,41.35776771,116.4782639,46.17105578,30.85015017,15.72835316,3,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC11322","Desi",87.99999995,39.54517266,106.9999948,20.77238656,12.77571069,14.00233695,1,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC11324","Desi",85.99999995,39.21517266,113.000005,34.99986716,16.50009678,15.79467316,4,2,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC11498","Desi",95.00000017,43.08848414,128.9999896,NA,7.009622668,12.71851513,2,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC11502","Desi",98.00000569,42.72783225,129.9980939,27.58746436,11.59068406,18.03751415,4,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC11504","Desi",94,46.59217556,133.0000006,28.57917582,15.01892381,11.49288825,4,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC11507","Desi",85,46.11631729,128.9999997,53.5736881,11.80503124,20.61362259,2,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC11510","Desi",97,35.73636895,133.9999999,10.94663861,16.46853476,13.58723864,2,3,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC11524","Desi",85.99756936,43.6113226,109.9683472,13.5821805,11.27412988,14.33461891,5,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC11525","Desi",98.99955694,38.76221639,131.9903306,52.88685504,10.5702912,19.22610312,3,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC11535","Desi",89.99999757,53.54215379,117.0005732,50.50962774,22.32921954,9.048323785,4,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC11536","Desi",94,43.93660024,123,29.59651994,16.75303455,12.54539935,1,3,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC11823","Kabuli",89,52.92063771,139,57.88062041,32.79958658,14.36204317,5,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC11879","Kabuli",75,54.56139803,117,NA,26.08734052,NA,3,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12228","Desi",95.00000003,36.1499401,117.9999968,NA,16.04052374,14.70697735,1,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12233","Desi",92,42.50913777,127.0000011,NA,13.80623389,18.64327365,5,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12235","Desi",81,31.87723985,106,45.74599317,11.27165497,12.42217481,3,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12242","Desi",92,44.86411252,125.9999998,34.77674946,13.80313302,3.410811383,3,3,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12246","Desi",99,42.32644795,129,12.37379111,14.23564673,NA,3,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12248","Desi",80,38.2803852,138.0000004,35.34719182,16.13773183,16.58723864,3,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12251","Desi",94.00000015,47.11329809,115.999998,26.42055183,13.76137312,7.197060892,4,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12258","Desi",85.99569361,38.97334121,113.1582639,18.08233149,18.01754692,11.63292546,1,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC12259","Desi",91.00000002,47.60917877,114.9999952,57.97792436,11.15508842,14.98438326,4,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12267","Desi",96,NA,130,54.41433626,12.32636311,19.06638607,5,1,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12268","Desi",80,46.85377142,109,44.61153889,11.40174445,18.90232199,1,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12269","Desi",90,41.7833776,117.9999999,32.19514364,20.81452234,17.22848137,5,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12270","Desi",89.05693609,47.51797416,115.4086804,50.55333671,10.2248303,12.16298811,5,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12273","Desi",99,49.22403157,118,NA,16.34580205,19.42252815,1,2,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12274","Desi",99.00000054,40.62724894,128.0000006,24.56261371,13.05193791,15.05862107,3,4,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12337","Desi",91.90569361,38.22768674,117.9582638,41.39066864,17.12817035,14.81857634,1,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12348","Desi",84,49.70149172,123,22.99021499,13.88293073,NA,4,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC12361","Desi",94.95693609,34.92216774,126.8086804,58.5757023,28.34961408,13.22672898,1,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12368","Desi",91.99999557,43.02353293,127.9996132,37.09814311,15.68955018,5.752910448,4,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12424","Desi",95,58.18696568,142,NA,15.6875198,NA,3,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12426","Desi",80,36.61004484,140.9999994,31.31564455,26.0109926,8.129045322,5,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12428","Kabuli",87,51.25754942,123.0000098,43.04953849,18.19064137,23.42468654,4,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12433","Kabuli",85.98956936,49.39471302,109.9603472,26.83650134,10.5055518,13.43530038,4,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC12434","Kabuli",85.90569361,45.87897686,121.0782639,47.31942171,13.12768474,13.48859018,3,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12437","Desi",79,37.38446842,106,33.93413713,12.07189003,13.40164814,2,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12452","Desi",91.99999988,42.10531981,114.0000127,84.50702364,NA,27.47384271,3,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12458","Desi",85,45.56339068,127.0000008,67.08524854,24.62526877,24.53076269,5,4,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12461","Kabuli",80,54.79360488,116,37.25063322,12.15499836,11.43223162,2,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12463","Desi",93,48.70086731,125,57.78604986,11.04425562,20.2673554,4,1,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12464","Desi",90.98856936,58.72471302,123.9523472,62.51422943,21.27738957,9.460209358,1,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12471","Desi",89.00003591,40.38557633,112.0000567,27.08821214,12.12856744,16.82174501,1,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12472","Desi",96.00156936,50.78650122,114.9443472,17.56824263,7.2872379,15.70967734,5,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12476","Desi",91.99989569,49.90343638,132.0006539,97.49056064,16.9227844,18.41572433,5,4,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC12479","Desi",85,46.61761632,127,67.70616543,14.46473777,17.97701969,3,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12480","Desi",97,47.47561202,125.999997,NA,8.411833736,16.59525229,4,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12486","Desi",86.00000015,48.53290715,117.9999947,48.3810153,17.33150778,19.32360323,5,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12487","Desi",97,42.65074539,118,NA,12.7513302,13.71415447,4,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12488","Desi",97.00008716,39.34163841,129.9989077,23.40039812,13.0585029,14.90070591,2,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12490","Desi",90,38.34817716,115,15.75736227,13.01815689,13.05948587,5,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12492","Kabuli",95.99988756,44.43959805,115.006434,NA,22.36391474,25.10245975,2,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC12493","Kabuli",87.00356936,55.87169706,112.9283472,33.90970162,20.29328404,14.08062247,5,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12495","Kabuli",95.00000002,45.06841264,132.9999984,12.20042732,22.91518746,13.68962423,2,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC12496","Kabuli",91.00004698,49.94136946,119.9999725,60.19469226,23.39267586,15.67785626,4,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC12986","Desi",99.00000001,42.0744601,133.0000015,17.06617681,13.97426143,18.39399125,2,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC13812","Desi",80,39.11597566,119.0000004,61.10674938,12.30503124,7.682216989,2,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC13816","Kabuli",99.00000001,47.53444691,128.0000004,33.95347636,18.76991146,13.23210006,4,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14199","Kabuli",95,44.64583716,137,69.15126706,12.45173517,NA,5,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC14302","Desi",97.99997569,44.00975469,125.9984139,43.67425992,20.58350616,16.8029375,2,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14304","Desi",NA,42.39960909,112,28.84610659,15.08734052,16.87308766,1,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14315","Desi",86,50.18983636,113,66.71354649,9.198659866,21.52829304,2,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14316","Desi",82,40.66297751,108.9999999,30.42521485,23.4563274,15.8343601,3,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14321","Desi",91.00000009,28.13220419,118.0000005,25.68957317,29.98456429,14.48862422,3,4,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14327","Desi",94,48.40890724,138,56.62159088,20.69867472,23.87308766,1,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14331","Desi",93.99694283,42.31593927,139.989969,24.95382249,12.52226113,14.2877836,1,3,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14333","Desi",97,30.36541154,117.9999999,42.3566849,14.98182177,22.58664531,5,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14334","Desi",81.01656936,29.01502331,115.9123472,96.35191197,20.33084974,19.87246422,1,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14335","Desi",94.49999996,56.12616621,135.9999845,43.82308071,21.91034234,19.62156493,1,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC14344","Desi",90,38.38050895,135,49.81131693,25.67341083,16.09787006,1,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14354","Desi",85,49.06200308,131,17.87767714,14.6286775,18.2523266,5,1,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14356","Desi",97.15693609,37.23661288,134.6086804,17.93394721,NA,3.541792167,2,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC14364","Desi",86.99999956,39.71495227,115.9999238,57.4110639,10.34073419,19.72984561,5,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC14366","Desi",94,37.97204398,133,52.01187578,10.2236277,14.40393014,2,3,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14368","Desi",80,46.07375628,110,54.51613223,15.54795193,9.731648142,2,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14369","Desi",99.00156936,47.63141409,132.0963472,48.36966991,10.94361892,15.09446796,3,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14371","Desi",87.11569361,38.42531504,119.4782639,38.4354725,15.29508134,11.33048787,1,2,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14374","Desi",84,51.31187606,111.9999989,49.2439462,13.01892381,19.93893964,4,5,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC14385","Desi",98,48.77156799,116.0000005,NA,16.49189084,26.38683687,3,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14390","Desi",81.90569361,49.04257654,108.0782639,11.23914691,9.070425491,12.77252991,2,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14391","Desi",95,44.32473749,119,39.11976129,14.09130591,17.5079192,2,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC14393","Desi",83.99056936,42.53770167,106.9843472,19.87322158,19.19003853,14.92719115,4,2,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14394","Desi",89.99999984,40.499605,126.0000033,77.1212736,11.33810218,16.97146507,3,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC14396","Desi",99,45.26237776,132,9.12673684,20.01311773,12.93231738,4,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC14402","Desi",96,41.38187341,125,8.599210534,15.85520835,14.98976878,4,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14411","Desi",97.00030572,41.98972683,119.9979912,NA,15.07763816,23.24175325,3,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14423","Desi",86.00000003,44.7605347,112,28.45260432,13.35797145,15.20182679,3,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14425","Desi",97,36.63429918,137,80.943957,11.93889613,23.75551226,2,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC14426","Desi",98.99999936,36.36148893,131.0000134,22.14951526,10.98178148,14.58405828,2,3,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC14432","Desi",88,36.5274885,112,28.06221881,14.04033051,20.84260694,2,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC14436","Desi",86.08569373,43.2661128,112.4382496,48.50800753,20.6836959,23.91989717,2,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC14871","Desi",99,37.75098872,133,9.557772298,19.32632354,4.699897152,3,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC14872","Desi",87.00006569,NA,129.9987339,35.22645798,5.48506655,11.30334317,2,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC15553","Desi",91.00000002,43.41465762,132.9999896,59.28158313,20.32058791,12.10441582,1,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC15574","Desi",92,49.53792051,134.9999999,3.016665327,11.54274517,14.5170712,3,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC15577","Desi",86.99999464,37.11180909,105.999229,17.84333222,12.44374438,22.54091465,1,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC15966","Desi",96.9999244,42.78938065,133.0004484,97.96765737,16.81502208,25.94130185,3,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC16374","Desi",91.55693609,49.68550545,123.2086804,19.89902036,22.24969829,18.82213711,1,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC16682","Desi",86.00001257,34.27938098,125.0001252,NA,6.901828842,NA,4,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC4918NN","Desi",85.99999996,39.71614272,108.9998854,70.09207982,13.98178148,NA,5,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC4923","Desi",95,47.48777093,125,24.46194127,11.31000891,11.88391659,4,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC4928","Kabuli",87.00000006,52.37715977,133.9999896,45.25844689,24.36546513,10.82410005,4,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC4938","Desi",99.00635331,42.75975462,122.0802461,40.92786292,9.983722009,NA,5,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC4946","Desi",91.98763586,47.50846158,135.9554844,18.51456186,12.70509485,10.05012695,5,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC4947","Desi",96,43.5817949,120,25.2263109,15.00947714,16.6978712,2,4,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC4948HN","Desi",92,36.96602335,116,16.08111806,12.13256202,11.54282464,4,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC4948LN","Desi",98.96569361,54.69281847,134.198264,56.24168955,17.10134492,15.11772197,4,4,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC4954","Desi",80,38.21052475,111,19.27664201,9.111336849,10.64660844,2,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC4957N","Desi",95.00012364,41.63962867,131.0017917,42.73000291,17.3115382,20.6513228,5,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC4969","Desi",91.9999977,43.4708759,119.9999033,18.92639693,10.93476506,11.81939243,2,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC4991","Desi",93.00000166,50.20808224,112.9998982,16.04988238,17.11015981,18.58405828,4,3,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC4992","Desi",92.00000005,31.18342845,132.0000646,18.92011313,15.62282878,19.27251746,4,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5003","Desi",90.99256936,46.54863144,122.0243472,13.72500255,19.75065372,13.04926402,5,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5003HN","Desi",93.95569361,46.02776771,118.7582639,22.57585429,34.23782224,13.52276693,1,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5003LN","Desi",80,45.07958475,110.0000046,57.77610544,24.19064137,15.25701771,4,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5020","Desi",94.99556936,42.55821835,140.9523472,34.42237827,9.821065086,12.43530038,5,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5036","Desi",84.12569361,44.93372355,113.4382639,26.60378231,15.87877971,13.44441343,4,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5038","Kabuli",91.00000016,48.20807777,138.0001554,10.55555677,13.62282514,29.60539252,4,3,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5055","Kabuli",99.00000157,53.58388381,125.9997412,34.61720797,26.44374142,17.73072925,3,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC5135","Desi",94,49.05091714,138,14.86662463,11.93957457,19.41725067,1,2,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5146","Desi",96.35693609,49.19909927,125.4086804,2.746855462,NA,3.658004505,4,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5151","Desi",85.99999989,45.92519376,113.9999988,30.55388187,10.46859864,7.62243642,3,3,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5152","Desi",90.99987569,33.62016408,115.9987339,0.788033801,14.92159121,14.8847825,5,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5169","Desi",98.9056936,43.60608147,131.7582646,58.25595825,21.35470905,10.61645016,4,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5172","Desi",90,40.57883921,126,NA,10.89082587,NA,1,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5178","Desi",95,40.10690091,124.0000001,4.023717068,11.59852851,5.140143566,5,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5221","Desi",83,NA,110,19.12537783,11.03244321,19.03106467,3,3,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5233","Desi",96,52.18132592,131,38.26341042,31.0205396,21.5043601,3,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC5239","Desi",96.98956967,41.17536663,140.1203633,23.27533838,13.94417067,14.69633141,3,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5409","Desi",83,48.08266741,109,76.57307226,13.30494182,16.86466336,4,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC5455","Desi",99.00006569,43.13933034,129.9993739,69.60275595,8.928719026,20.32707037,5,3,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5458","Desi",90.00000057,49.82132951,126.0006372,28.39177848,21.37173484,9.441438621,1,2,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5592","Desi",91.99999946,41.02029847,118.9999366,24.55756542,11.6996869,5.202757875,2,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5593","Desi",82.45693609,42.32563253,108.6086804,61.15757851,11.29984,16.15213711,1,1,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5710","Desi",79,44.70833911,115,67.5010609,16.68443688,27.60548327,3,1,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5722","Desi",90.92569364,43.85889423,116.2382607,NA,13.13923415,11.88317467,1,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC5743","Desi",95,52.02554368,117,45.69217921,19.81236337,15.12659653,2,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5752","Desi",90,38.66558652,115,16.30269121,12.37429813,16.61838974,1,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC5755","Desi",86,45.71286394,119,91.43796323,14.81332164,20.38118169,4,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5780","Desi",81,46.36768645,108,54.74606013,12.6069001,12.63149022,1,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5783","Desi",84.00001569,43.64685806,117.9977739,16.40963644,9.790398344,13.54389856,2,1,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC5810","Desi",86.00256936,43.36665993,109.9283472,61.75869983,10.56015427,17.0432202,3,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC5811","Kabuli",81.99956936,48.61089741,113.9683472,NA,11.43514621,23.36387794,5,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC5851","Desi",96,53.38295367,131,58.46096725,25.94636583,15.44950544,2,3,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC6098","Desi",87,43.58271018,111.0000001,60.66431017,16.47185064,24.55476454,3,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC6128","Desi",83,48.09054071,123,68.55262558,18.67810884,7.1264327,1,4,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICC7204","Kabuli",86.14569361,54.69228073,115.9182639,59.60994882,12.85227649,16.11809247,1,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC7207","Kabuli",99,51.11151595,120,12.22554159,13.11133685,24.49786837,5,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC7225","Kabuli",91,51.8165256,118,54.33688467,14.22066829,21.02586521,5,2,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC7380","Desi",94.00000069,41.68367007,123.0000074,32.86249681,15.72750302,25.11191021,4,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICC7541","Desi",90,49.95235901,116,27.80842149,10.80962938,11.62959322,3,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC8276","Desi",90,47.6783379,119,26.80161847,10.82636311,6.369896734,2,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC8284","Kabuli",88.00000569,56.23696764,117.9971339,9.359522737,26.71744069,14.1119167,5,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICC8330","Desi",85,30.22207174,107,35.23947022,15.61603425,12.84039183,4,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICC8332","Desi",84.00123636,42.49574644,109.9910416,11.28060468,17.80997435,23.36071494,3,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC8336","Desi",92.00115769,42.98255264,131.9839126,26.69424064,19.08725795,20.06298589,3,4,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICC8402","Desi",90.99999057,41.73526295,124.9997412,32.38824405,21.95212391,18.64789627,5,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCC37","Desi",86.05693609,46.13822785,117.2086804,86.58163807,14.44986026,8.434216843,2,1,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICCL81248","Desi",86,40.67066088,115.0000002,27.4499557,12.03478738,13.90291104,1,3,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICCL82108","Desi",99,49.05306788,128,51.76989925,13.3733059,25.44610437,2,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCL82115","Desi",83,46.99535168,110,15.19605241,16.98046622,11.7181414,1,5,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICCL83135","Desi",79.99924411,46.52386858,126.9978939,46.80445065,18.04861874,19.56677862,3,2,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCL83149","Desi",86.00003569,44.00273682,116.9971339,31.61902815,14.50630603,23.26449949,4,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCL85222","Desi",94,41.57430629,112.9999998,41.57917575,13.23161373,16.84488534,5,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICCV2","Kabuli",95.99996523,58.19649874,133.0064094,43.31715405,21.98123013,18.6906531,2,4,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICCV2NN","Kabuli",97,56.46703602,118.9999985,44.65087414,28.64113117,15.90291104,2,4,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICCV88202","Desi",76,35.8356425,112,1.250173843,29.19867472,28.00971531,1,2,5,3,1,NA
2015,"Amlaha","2015.Amlaha","ICCV88503","Desi",NA,50.14836237,109.9997412,34.98345595,16.51776735,11.71131381,3,1,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCV89314","Desi",85.15693609,42.0790811,106.6086804,43.25539226,13.29984,15.39173846,3,3,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV89509","Kabuli",87.00006569,45.64508466,128.9990539,51.73009098,NA,6.472789559,1,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCV91106","Desi",93.99999757,42.58388379,113.0007652,28.68231656,11.42697642,NA,1,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCV91302","Kabuli",93,48.11330276,128,86.34187578,22.94277555,NA,2,5,5,5,1,NA
2015,"Amlaha","2015.Amlaha","ICCV91902","Desi",75,54.43414346,116,NA,28.36737744,NA,5,5,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV92311","Kabuli",77.99999671,46.30800615,111.9998002,73.84145234,NA,31.80552926,5,5,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV92503","Desi",78,48.59387287,133,42.12562607,17.88293303,14.08520803,5,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV92944","Desi",84.00305643,47.66444789,107.0102778,NA,23.89448988,21.79243479,2,5,5,1,1,1
2015,"Amlaha","2015.Amlaha","ICCV93954","Desi",97,34.32428282,132,18.24061813,15.46853421,15.72437136,2,1,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV93958","Desi",97.99999257,53.88100367,119.9991012,54.64633598,28.06664634,12.14392252,4,4,5,2,1,NA
2015,"Amlaha","2015.Amlaha","ICCV94954","Desi",89.00000001,47.73733956,113.0000245,41.30856284,24.12509762,19.78057115,1,5,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCV95334","Kabuli",74,57.1952544,113,11.15660944,NA,20.79688052,2,3,5,4,1,NA
2015,"Amlaha","2015.Amlaha","ICCV95605","Desi",95,44.56795156,126.0000001,31.96268952,14.98846592,13.67948019,3,1,5,2,1,NA
