"Model","Panel","Trait","CV","Repetition","Fold","PA"
"M3","genome-wide","YPPlnt","CV0","10","2",0.08465
"M2","haplotype-tagged","YPPlnt","CV0","10","2",0.0796
"M3","haplotype-tagged","YPPlnt","CV0","10","2",0.0781
"M2","genome-wide","DTF","CV00","10","2",0.5885
"M3","genome-wide","DTF","CV00","10","2",0.61565
"M2","haplotype-tagged","DTF","CV00","10","2",0.33785
"M3","haplotype-tagged","DTF","CV00","10","2",0.4344
"M2","genome-wide","DTM","CV00","10","2",0.5103
"M3","genome-wide","DTM","CV00","10","2",0.5154
"M2","haplotype-tagged","DTM","CV00","10","2",0.33765
"M3","haplotype-tagged","DTM","CV00","10","2",0.31115
"M2","genome-wide","HSW","CV00","10","2",0.68985
"M3","genome-wide","HSW","CV00","10","2",0.6834
"M2","haplotype-tagged","HSW","CV00","10","2",0.62935
"M3","haplotype-tagged","HSW","CV00","10","2",0.59895
"M2","genome-wide","PH","CV00","10","2",0.59925
"M3","genome-wide","PH","CV00","10","2",0.59455
"M2","haplotype-tagged","PH","CV00","10","2",0.54595
"M3","haplotype-tagged","PH","CV00","10","2",0.576
"M2","genome-wide","PPP","CV00","10","2",0.35795
"M3","genome-wide","PPP","CV00","10","2",0.29705
"M2","haplotype-tagged","PPP","CV00","10","2",0.39735
"M3","haplotype-tagged","PPP","CV00","10","2",0.23605
"M2","genome-wide","YPPlnt","CV00","10","2",0.1537
"M3","genome-wide","YPPlnt","CV00","10","2",0.1065
"M2","haplotype-tagged","YPPlnt","CV00","10","2",0.1054
"M3","haplotype-tagged","YPPlnt","CV00","10","2",0.1943
"M2","genome-wide","DTF","CV1","10","2",0.4841
"M3","genome-wide","DTF","CV1","10","2",0.491233333333333
"M2","haplotype-tagged","DTF","CV1","10","2",0.3448
"M3","haplotype-tagged","DTF","CV1","10","2",0.3401
"M2","genome-wide","DTM","CV1","10","2",0.435155555555556
"M3","genome-wide","DTM","CV1","10","2",0.398222222222222
"M2","haplotype-tagged","DTM","CV1","10","2",0.231855555555556
"M3","haplotype-tagged","DTM","CV1","10","2",0.143333333333333
"M2","genome-wide","HSW","CV1","10","2",0.501511111111111
"M3","genome-wide","HSW","CV1","10","2",0.495155555555556
"M2","haplotype-tagged","HSW","CV1","10","2",0.344033333333333
"M3","haplotype-tagged","HSW","CV1","10","2",0.3689
"M2","genome-wide","PH","CV1","10","2",0.3721
"M3","genome-wide","PH","CV1","10","2",0.397288888888889
"M2","haplotype-tagged","PH","CV1","10","2",0.370022222222222
"M3","haplotype-tagged","PH","CV1","10","2",0.386466666666667
"M2","genome-wide","PPP","CV1","10","2",0.181222222222222
"M3","genome-wide","PPP","CV1","10","2",0.170166666666667
"M2","haplotype-tagged","PPP","CV1","10","2",0.160366666666667
"M3","haplotype-tagged","PPP","CV1","10","2",0.0329555555555556
"M2","genome-wide","YPPlnt","CV1","10","2",0.0992666666666667
"M3","genome-wide","YPPlnt","CV1","10","2",0.0881888888888889
"M2","haplotype-tagged","YPPlnt","CV1","10","2",0.0454777777777778
"M3","haplotype-tagged","YPPlnt","CV1","10","2",0.0224555555555556
"M2","genome-wide","DTF","CV2","10","2",0.6547
"M3","genome-wide","DTF","CV2","10","2",0.6449
"M2","haplotype-tagged","DTF","CV2","10","2",0.648077777777778
"M3","haplotype-tagged","DTF","CV2","10","2",0.648388888888889
"M2","genome-wide","DTM","CV2","10","2",0.525533333333333
"M3","genome-wide","DTM","CV2","10","2",0.495011111111111
"M2","haplotype-tagged","DTM","CV2","10","2",0.517088888888889
"M3","haplotype-tagged","DTM","CV2","10","2",0.513688888888889
"M2","genome-wide","HSW","CV2","10","2",0.780355555555556
"M3","genome-wide","HSW","CV2","10","2",0.774533333333333
"M2","haplotype-tagged","HSW","CV2","10","2",0.771211111111111
"M3","haplotype-tagged","HSW","CV2","10","2",0.776755555555556
"M2","genome-wide","PH","CV2","10","2",0.617233333333333
"M3","genome-wide","PH","CV2","10","2",0.616522222222222
"M2","haplotype-tagged","PH","CV2","10","2",0.604333333333333
"M3","haplotype-tagged","PH","CV2","10","2",0.619388888888889
"M2","genome-wide","PPP","CV2","10","2",0.147244444444444
"M3","genome-wide","PPP","CV2","10","2",0.1162
"M2","haplotype-tagged","PPP","CV2","10","2",0.130766666666667
"M3","haplotype-tagged","PPP","CV2","10","2",0.129177777777778
"M2","genome-wide","YPPlnt","CV2","10","2",0.0888666666666667
"M3","genome-wide","YPPlnt","CV2","10","2",0.109444444444444
"M2","haplotype-tagged","YPPlnt","CV2","10","2",0.100322222222222
"M3","haplotype-tagged","YPPlnt","CV2","10","2",0.0907666666666667
"M2","genome-wide","DTF","CV0","1","3",0.64345
"M3","genome-wide","DTF","CV0","1","3",0.64325
"M2","haplotype-tagged","DTF","CV0","1","3",0.64595
"M3","haplotype-tagged","DTF","CV0","1","3",0.6474
"M2","genome-wide","DTM","CV0","1","3",0.5322
"M3","genome-wide","DTM","CV0","1","3",0.53235
"M2","haplotype-tagged","DTM","CV0","1","3",0.5322
"M3","haplotype-tagged","DTM","CV0","1","3",0.5325
"M2","genome-wide","HSW","CV0","1","3",0.7789
"M3","genome-wide","HSW","CV0","1","3",0.77825
"M2","haplotype-tagged","HSW","CV0","1","3",0.77555
"M3","haplotype-tagged","HSW","CV0","1","3",0.7767
"M2","genome-wide","PH","CV0","1","3",0.6714
"M3","genome-wide","PH","CV0","1","3",0.66985
"M2","haplotype-tagged","PH","CV0","1","3",0.65775
"M3","haplotype-tagged","PH","CV0","1","3",0.6511
"M2","genome-wide","PPP","CV0","1","3",0.12075
"M3","genome-wide","PPP","CV0","1","3",0.1083
"M2","haplotype-tagged","PPP","CV0","1","3",0.1045
"M3","haplotype-tagged","PPP","CV0","1","3",0.10445
"M2","genome-wide","YPPlnt","CV0","1","3",0.20035
"M3","genome-wide","YPPlnt","CV0","1","3",0.1935
"M2","haplotype-tagged","YPPlnt","CV0","1","3",0.1897
"M3","haplotype-tagged","YPPlnt","CV0","1","3",0.17495
"M2","genome-wide","DTF","CV00","1","3",0.394
"M3","genome-wide","DTF","CV00","1","3",0.38675
"M2","haplotype-tagged","DTF","CV00","1","3",0.43435
"M3","haplotype-tagged","DTF","CV00","1","3",0.2707
"M2","genome-wide","DTM","CV00","1","3",0.3228
"M3","genome-wide","DTM","CV00","1","3",0.32895
"M2","haplotype-tagged","DTM","CV00","1","3",0.16735
"M3","haplotype-tagged","DTM","CV00","1","3",0.2235
"M2","genome-wide","HSW","CV00","1","3",0.6147
"M3","genome-wide","HSW","CV00","1","3",0.6171
"M2","haplotype-tagged","HSW","CV00","1","3",0.54135
"M3","haplotype-tagged","HSW","CV00","1","3",0.53235
"M2","genome-wide","PH","CV00","1","3",0.0918
"M3","genome-wide","PH","CV00","1","3",0.09325
"M2","haplotype-tagged","PH","CV00","1","3",0.0744
"M3","haplotype-tagged","PH","CV00","1","3",0.1191
"M2","genome-wide","PPP","CV00","1","3",0.32025
"M3","genome-wide","PPP","CV00","1","3",0.31645
"M2","haplotype-tagged","PPP","CV00","1","3",0.34935
"M3","haplotype-tagged","PPP","CV00","1","3",0.2653
"M2","genome-wide","YPPlnt","CV00","1","3",0.128
"M3","genome-wide","YPPlnt","CV00","1","3",0.1239
"M2","haplotype-tagged","YPPlnt","CV00","1","3",0.1112
"M3","haplotype-tagged","YPPlnt","CV00","1","3",0.2586
"M2","genome-wide","DTF","CV1","1","3",0.383544444444444
"M3","genome-wide","DTF","CV1","1","3",0.361688888888889
"M2","haplotype-tagged","DTF","CV1","1","3",0.302188888888889
"M3","haplotype-tagged","DTF","CV1","1","3",0.222166666666667
"M2","genome-wide","DTM","CV1","1","3",0.355455555555556
"M3","genome-wide","DTM","CV1","1","3",0.336822222222222
"M2","haplotype-tagged","DTM","CV1","1","3",0.263222222222222
"M3","haplotype-tagged","DTM","CV1","1","3",0.2483
"M2","genome-wide","HSW","CV1","1","3",0.638088888888889
"M3","genome-wide","HSW","CV1","1","3",0.635566666666667
"M2","haplotype-tagged","HSW","CV1","1","3",0.518677777777778
"M3","haplotype-tagged","HSW","CV1","1","3",0.449511111111111
"M2","genome-wide","PH","CV1","1","3",0.191666666666667
"M3","genome-wide","PH","CV1","1","3",0.2033
"M2","haplotype-tagged","PH","CV1","1","3",0.236366666666667
"M3","haplotype-tagged","PH","CV1","1","3",0.209777777777778
"M2","genome-wide","PPP","CV1","1","3",0.156755555555556
"M3","genome-wide","PPP","CV1","1","3",0.203522222222222
"M2","haplotype-tagged","PPP","CV1","1","3",0.125077777777778
"M3","haplotype-tagged","PPP","CV1","1","3",0.1442
"M2","genome-wide","YPPlnt","CV1","1","3",0.144844444444444
"M3","genome-wide","YPPlnt","CV1","1","3",0.118533333333333
"M2","haplotype-tagged","YPPlnt","CV1","1","3",0.157011111111111
"M3","haplotype-tagged","YPPlnt","CV1","1","3",0.0543444444444444
"M2","genome-wide","DTF","CV2","1","3",0.602444444444444
"M3","genome-wide","DTF","CV2","1","3",0.595111111111111
"M2","haplotype-tagged","DTF","CV2","1","3",0.589933333333333
"M3","haplotype-tagged","DTF","CV2","1","3",0.592355555555556
"M2","genome-wide","DTM","CV2","1","3",0.533011111111111
"M3","genome-wide","DTM","CV2","1","3",0.534811111111111
"M2","haplotype-tagged","DTM","CV2","1","3",0.513177777777778
"M3","haplotype-tagged","DTM","CV2","1","3",0.513155555555556
"M2","genome-wide","HSW","CV2","1","3",0.710877777777778
"M3","genome-wide","HSW","CV2","1","3",0.699422222222222
"M2","haplotype-tagged","HSW","CV2","1","3",0.710711111111111
"M3","haplotype-tagged","HSW","CV2","1","3",0.711888888888889
"M2","genome-wide","PH","CV2","1","3",0.521955555555556
"M3","genome-wide","PH","CV2","1","3",0.548144444444444
"M2","haplotype-tagged","PH","CV2","1","3",0.519044444444444
"M3","haplotype-tagged","PH","CV2","1","3",0.5327
"M2","genome-wide","PPP","CV2","1","3",0.161222222222222
"M3","genome-wide","PPP","CV2","1","3",0.142266666666667
"M2","haplotype-tagged","PPP","CV2","1","3",0.140944444444444
"M3","haplotype-tagged","PPP","CV2","1","3",0.125322222222222
"M2","genome-wide","YPPlnt","CV2","1","3",0.236933333333333
"M3","genome-wide","YPPlnt","CV2","1","3",0.223688888888889
"M2","haplotype-tagged","YPPlnt","CV2","1","3",0.209333333333333
"M3","haplotype-tagged","YPPlnt","CV2","1","3",0.199266666666667
"M2","genome-wide","DTF","CV0","2","3",0.5512
"M3","genome-wide","DTF","CV0","2","3",0.55225
"M2","haplotype-tagged","DTF","CV0","2","3",0.55205
"M3","haplotype-tagged","DTF","CV0","2","3",0.5542
"M2","genome-wide","DTM","CV0","2","3",0.36935
"M3","genome-wide","DTM","CV0","2","3",0.3766
"M2","haplotype-tagged","DTM","CV0","2","3",0.37715
"M3","haplotype-tagged","DTM","CV0","2","3",0.3794
"M2","genome-wide","HSW","CV0","2","3",0.66945
"M3","genome-wide","HSW","CV0","2","3",0.6672
"M2","haplotype-tagged","HSW","CV0","2","3",0.671
"M3","haplotype-tagged","HSW","CV0","2","3",0.67095
"M2","genome-wide","PH","CV0","2","3",0.59365
"M3","genome-wide","PH","CV0","2","3",0.6016
"M2","haplotype-tagged","PH","CV0","2","3",0.6015
"M3","haplotype-tagged","PH","CV0","2","3",0.602
"M2","genome-wide","PPP","CV0","2","3",0.30625
"M3","genome-wide","PPP","CV0","2","3",0.2695
"M2","haplotype-tagged","PPP","CV0","2","3",0.27555
"M3","haplotype-tagged","PPP","CV0","2","3",0.2486
"M2","genome-wide","YPPlnt","CV0","2","3",0.104
"M3","genome-wide","YPPlnt","CV0","2","3",0.0843
"M2","haplotype-tagged","YPPlnt","CV0","2","3",0.0731
"M3","haplotype-tagged","YPPlnt","CV0","2","3",0.0797
"M2","genome-wide","DTF","CV00","2","3",0.4576
"M3","genome-wide","DTF","CV00","2","3",0.4591
"M2","haplotype-tagged","DTF","CV00","2","3",0.41825
"M3","haplotype-tagged","DTF","CV00","2","3",0.24875
"M2","genome-wide","DTM","CV00","2","3",0.52955
"M3","genome-wide","DTM","CV00","2","3",0.52925
"M2","haplotype-tagged","DTM","CV00","2","3",0.32565
"M3","haplotype-tagged","DTM","CV00","2","3",0.2569
"M2","genome-wide","HSW","CV00","2","3",0.56775
"M3","genome-wide","HSW","CV00","2","3",0.5521
"M2","haplotype-tagged","HSW","CV00","2","3",0.5747
"M3","haplotype-tagged","HSW","CV00","2","3",0.57575
"M2","genome-wide","PH","CV00","2","3",0.57275
"M3","genome-wide","PH","CV00","2","3",0.5598
"M2","haplotype-tagged","PH","CV00","2","3",0.5495
"M3","haplotype-tagged","PH","CV00","2","3",0.4456
"M2","genome-wide","PPP","CV00","2","3",0.3466
"M3","genome-wide","PPP","CV00","2","3",0.3461
"M2","haplotype-tagged","PPP","CV00","2","3",0.23135
"M3","haplotype-tagged","PPP","CV00","2","3",0.2404
"M2","genome-wide","YPPlnt","CV00","2","3",0.18695
"M3","genome-wide","YPPlnt","CV00","2","3",0.191
"M2","haplotype-tagged","YPPlnt","CV00","2","3",0.1935
"M3","haplotype-tagged","YPPlnt","CV00","2","3",0.0714
"M2","genome-wide","DTF","CV1","2","3",0.381022222222222
"M3","genome-wide","DTF","CV1","2","3",0.356222222222222
"M2","haplotype-tagged","DTF","CV1","2","3",0.367066666666667
"M3","haplotype-tagged","DTF","CV1","2","3",0.342044444444444
"M2","genome-wide","DTM","CV1","2","3",0.399211111111111
"M3","genome-wide","DTM","CV1","2","3",0.454477777777778
"M2","haplotype-tagged","DTM","CV1","2","3",0.341755555555556
"M3","haplotype-tagged","DTM","CV1","2","3",0.283211111111111
"M2","genome-wide","HSW","CV1","2","3",0.515822222222222
"M3","genome-wide","HSW","CV1","2","3",0.496733333333333
"M2","haplotype-tagged","HSW","CV1","2","3",0.5095
"M3","haplotype-tagged","HSW","CV1","2","3",0.527455555555556
"M2","genome-wide","PH","CV1","2","3",0.401555555555556
"M3","genome-wide","PH","CV1","2","3",0.396488888888889
"M2","haplotype-tagged","PH","CV1","2","3",0.368733333333333
"M3","haplotype-tagged","PH","CV1","2","3",0.372522222222222
"M2","genome-wide","PPP","CV1","2","3",0.211988888888889
"M3","genome-wide","PPP","CV1","2","3",0.270888888888889
"M2","haplotype-tagged","PPP","CV1","2","3",0.220622222222222
"M3","haplotype-tagged","PPP","CV1","2","3",0.1218
"M2","genome-wide","YPPlnt","CV1","2","3",0.114133333333333
"M3","genome-wide","YPPlnt","CV1","2","3",0.118155555555556
"M2","haplotype-tagged","YPPlnt","CV1","2","3",0.0432666666666667
"M3","haplotype-tagged","YPPlnt","CV1","2","3",0.0814333333333333
"M2","genome-wide","DTF","CV2","2","3",0.667011111111111
"M3","genome-wide","DTF","CV2","2","3",0.653055555555556
"M2","haplotype-tagged","DTF","CV2","2","3",0.658255555555556
"M3","haplotype-tagged","DTF","CV2","2","3",0.655088888888889
"M2","genome-wide","DTM","CV2","2","3",0.548088888888889
"M3","genome-wide","DTM","CV2","2","3",0.5181
"M2","haplotype-tagged","DTM","CV2","2","3",0.524688888888889
"M3","haplotype-tagged","DTM","CV2","2","3",0.537388888888889
"M2","genome-wide","HSW","CV2","2","3",0.754511111111111
"M3","genome-wide","HSW","CV2","2","3",0.749
"M2","haplotype-tagged","HSW","CV2","2","3",0.749022222222222
"M3","haplotype-tagged","HSW","CV2","2","3",0.749844444444444
"M2","genome-wide","PH","CV2","2","3",0.561555555555556
"M3","genome-wide","PH","CV2","2","3",0.567166666666667
"M2","haplotype-tagged","PH","CV2","2","3",0.565455555555556
"M3","haplotype-tagged","PH","CV2","2","3",0.5678
"M2","genome-wide","PPP","CV2","2","3",0.180622222222222
"M3","genome-wide","PPP","CV2","2","3",0.189644444444444
"M2","haplotype-tagged","PPP","CV2","2","3",0.132655555555556
"M3","haplotype-tagged","PPP","CV2","2","3",0.163877777777778
"M2","genome-wide","YPPlnt","CV2","2","3",0.169322222222222
"M3","genome-wide","YPPlnt","CV2","2","3",0.143944444444444
"M2","haplotype-tagged","YPPlnt","CV2","2","3",0.183488888888889
"M3","haplotype-tagged","YPPlnt","CV2","2","3",0.167533333333333
"M2","genome-wide","DTF","CV0","3","3",0.69075
"M3","genome-wide","DTF","CV0","3","3",0.68415
"M2","haplotype-tagged","DTF","CV0","3","3",0.6796
"M3","haplotype-tagged","DTF","CV0","3","3",0.6818
"M2","genome-wide","DTM","CV0","3","3",0.5224
"M3","genome-wide","DTM","CV0","3","3",0.50625
"M2","haplotype-tagged","DTM","CV0","3","3",0.4985
"M3","haplotype-tagged","DTM","CV0","3","3",0.49025
"M2","genome-wide","HSW","CV0","3","3",0.8067
"M3","genome-wide","HSW","CV0","3","3",0.80485
"M2","haplotype-tagged","HSW","CV0","3","3",0.80245
"M3","haplotype-tagged","HSW","CV0","3","3",0.80255
"M2","genome-wide","PH","CV0","3","3",0.65335
"M3","genome-wide","PH","CV0","3","3",0.6454
"M2","haplotype-tagged","PH","CV0","3","3",0.64685
"M3","haplotype-tagged","PH","CV0","3","3",0.64345
"M2","genome-wide","PPP","CV0","3","3",0.24675
"M3","genome-wide","PPP","CV0","3","3",0.2224
"M2","haplotype-tagged","PPP","CV0","3","3",0.22055
"M3","haplotype-tagged","PPP","CV0","3","3",0.19515
"M2","genome-wide","YPPlnt","CV0","3","3",0.15595
"M3","genome-wide","YPPlnt","CV0","3","3",0.1563
"M2","haplotype-tagged","YPPlnt","CV0","3","3",0.15955
"M3","haplotype-tagged","YPPlnt","CV0","3","3",0.1492
"M2","genome-wide","DTF","CV00","3","3",0.57955
"M3","genome-wide","DTF","CV00","3","3",0.5724
"M2","haplotype-tagged","DTF","CV00","3","3",0.48015
"M3","haplotype-tagged","DTF","CV00","3","3",0.4751
"M2","genome-wide","DTM","CV00","3","3",0.41505
"M3","genome-wide","DTM","CV00","3","3",0.38505
"M2","haplotype-tagged","DTM","CV00","3","3",0.3969
"M3","haplotype-tagged","DTM","CV00","3","3",0.2474
"M2","genome-wide","HSW","CV00","3","3",0.58825
"M3","genome-wide","HSW","CV00","3","3",0.59725
"M2","haplotype-tagged","HSW","CV00","3","3",0.54505
"M3","haplotype-tagged","HSW","CV00","3","3",0.54765
"M2","genome-wide","PH","CV00","3","3",0.64155
"M3","genome-wide","PH","CV00","3","3",0.63795
"M2","haplotype-tagged","PH","CV00","3","3",0.63105
"M3","haplotype-tagged","PH","CV00","3","3",0.61585
"M2","genome-wide","PPP","CV00","3","3",0.30375
"M3","genome-wide","PPP","CV00","3","3",0.3068
"M2","haplotype-tagged","PPP","CV00","3","3",0.2827
"M3","haplotype-tagged","PPP","CV00","3","3",0.2138
"M2","genome-wide","YPPlnt","CV00","3","3",0.16885
"M3","genome-wide","YPPlnt","CV00","3","3",0.20555
"M2","haplotype-tagged","YPPlnt","CV00","3","3",0.1947
"M3","haplotype-tagged","YPPlnt","CV00","3","3",0.06485
"M2","genome-wide","DTF","CV1","3","3",0.324077777777778
"M3","genome-wide","DTF","CV1","3","3",0.337188888888889
"M2","haplotype-tagged","DTF","CV1","3","3",0.187333333333333
"M3","haplotype-tagged","DTF","CV1","3","3",0.234266666666667
"M2","genome-wide","DTM","CV1","3","3",0.235855555555556
"M3","genome-wide","DTM","CV1","3","3",0.2278
"M2","haplotype-tagged","DTM","CV1","3","3",0.1797
"M3","haplotype-tagged","DTM","CV1","3","3",0.126388888888889
"M2","genome-wide","HSW","CV1","3","3",0.601444444444444
"M3","genome-wide","HSW","CV1","3","3",0.589166666666667
"M2","haplotype-tagged","HSW","CV1","3","3",0.521422222222222
"M3","haplotype-tagged","HSW","CV1","3","3",0.506022222222222
"M2","genome-wide","PH","CV1","3","3",0.487233333333333
"M3","genome-wide","PH","CV1","3","3",0.487233333333333
"M2","haplotype-tagged","PH","CV1","3","3",0.426111111111111
"M3","haplotype-tagged","PH","CV1","3","3",0.477188888888889
"M2","genome-wide","PPP","CV1","3","3",0.200544444444444
"M3","genome-wide","PPP","CV1","3","3",0.196088888888889
"M2","haplotype-tagged","PPP","CV1","3","3",0.177922222222222
"M3","haplotype-tagged","PPP","CV1","3","3",0.102766666666667
"M2","genome-wide","YPPlnt","CV1","3","3",0.1829
"M3","genome-wide","YPPlnt","CV1","3","3",0.155933333333333
"M2","haplotype-tagged","YPPlnt","CV1","3","3",0.143988888888889
"M3","haplotype-tagged","YPPlnt","CV1","3","3",0.0842
"M2","genome-wide","DTF","CV2","3","3",0.603366666666667
"M3","genome-wide","DTF","CV2","3","3",0.597511111111111
"M2","haplotype-tagged","DTF","CV2","3","3",0.593866666666667
"M3","haplotype-tagged","DTF","CV2","3","3",0.5963
"M2","genome-wide","DTM","CV2","3","3",0.471422222222222
"M3","genome-wide","DTM","CV2","3","3",0.475733333333333
"M2","haplotype-tagged","DTM","CV2","3","3",0.463922222222222
"M3","haplotype-tagged","DTM","CV2","3","3",0.481088888888889
"M2","genome-wide","HSW","CV2","3","3",0.776366666666667
"M3","genome-wide","HSW","CV2","3","3",0.772555555555556
"M2","haplotype-tagged","HSW","CV2","3","3",0.7764
"M3","haplotype-tagged","HSW","CV2","3","3",0.777877777777778
"M2","genome-wide","PH","CV2","3","3",0.5879
"M3","genome-wide","PH","CV2","3","3",0.590455555555556
"M2","haplotype-tagged","PH","CV2","3","3",0.580111111111111
"M3","haplotype-tagged","PH","CV2","3","3",0.592466666666667
"M2","genome-wide","PPP","CV2","3","3",0.248077777777778
"M3","genome-wide","PPP","CV2","3","3",0.215622222222222
"M2","haplotype-tagged","PPP","CV2","3","3",0.211033333333333
"M3","haplotype-tagged","PPP","CV2","3","3",0.202966666666667
"M2","genome-wide","YPPlnt","CV2","3","3",0.0617444444444444
"M3","genome-wide","YPPlnt","CV2","3","3",0.0646
"M2","haplotype-tagged","YPPlnt","CV2","3","3",0.0649666666666667
"M3","haplotype-tagged","YPPlnt","CV2","3","3",0.00282222222222222
"M2","genome-wide","DTF","CV0","4","3",0.69
"M3","genome-wide","DTF","CV0","4","3",0.6869
"M2","haplotype-tagged","DTF","CV0","4","3",0.68005
"M3","haplotype-tagged","DTF","CV0","4","3",0.679
"M2","genome-wide","DTM","CV0","4","3",0.5197
"M3","genome-wide","DTM","CV0","4","3",0.50355
"M2","haplotype-tagged","DTM","CV0","4","3",0.4953
"M3","haplotype-tagged","DTM","CV0","4","3",0.4915
"M2","genome-wide","HSW","CV0","4","3",0.80615
"M3","genome-wide","HSW","CV0","4","3",0.80585
"M2","haplotype-tagged","HSW","CV0","4","3",0.80265
"M3","haplotype-tagged","HSW","CV0","4","3",0.8036
"M2","genome-wide","PH","CV0","4","3",0.6538
"M3","genome-wide","PH","CV0","4","3",0.64995
"M2","haplotype-tagged","PH","CV0","4","3",0.64715
"M3","haplotype-tagged","PH","CV0","4","3",0.63895
"M2","genome-wide","PPP","CV0","4","3",0.24765
"M3","genome-wide","PPP","CV0","4","3",0.22055
"M2","haplotype-tagged","PPP","CV0","4","3",0.22115
"M3","haplotype-tagged","PPP","CV0","4","3",0.18625
"M2","genome-wide","YPPlnt","CV0","4","3",0.15735
"M3","genome-wide","YPPlnt","CV0","4","3",0.15605
"M2","haplotype-tagged","YPPlnt","CV0","4","3",0.16015
"M3","haplotype-tagged","YPPlnt","CV0","4","3",0.16075
"M2","genome-wide","DTF","CV00","4","3",0.26965
"M3","genome-wide","DTF","CV00","4","3",0.25625
"M2","haplotype-tagged","DTF","CV00","4","3",0.2006
"M3","haplotype-tagged","DTF","CV00","4","3",0.16865
"M2","genome-wide","DTM","CV00","4","3",0.29755
"M3","genome-wide","DTM","CV00","4","3",0.2758
"M2","haplotype-tagged","DTM","CV00","4","3",0.0413
"M3","haplotype-tagged","DTM","CV00","4","3",0.08085
"M2","genome-wide","HSW","CV00","4","3",0.6299
"M3","genome-wide","HSW","CV00","4","3",0.6086
"M2","haplotype-tagged","HSW","CV00","4","3",0.4513
"M3","haplotype-tagged","HSW","CV00","4","3",0.4037
"M2","genome-wide","PH","CV00","4","3",0.49795
"M3","genome-wide","PH","CV00","4","3",0.5004
"M2","haplotype-tagged","PH","CV00","4","3",0.505
"M3","haplotype-tagged","PH","CV00","4","3",0.43765
"M2","genome-wide","PPP","CV00","4","3",0.3438
"M3","genome-wide","PPP","CV00","4","3",0.37825
"M2","haplotype-tagged","PPP","CV00","4","3",0.32545
"M3","haplotype-tagged","PPP","CV00","4","3",0.05215
"M2","genome-wide","YPPlnt","CV00","4","3",0.1831
"M3","genome-wide","YPPlnt","CV00","4","3",0.2129
"M2","haplotype-tagged","YPPlnt","CV00","4","3",0.1523
"M3","haplotype-tagged","YPPlnt","CV00","4","3",0.25545
"M2","genome-wide","DTF","CV1","4","3",0.439055555555556
"M3","genome-wide","DTF","CV1","4","3",0.437588888888889
"M2","haplotype-tagged","DTF","CV1","4","3",0.383766666666667
"M3","haplotype-tagged","DTF","CV1","4","3",0.311933333333333
"M2","genome-wide","DTM","CV1","4","3",0.361444444444444
"M3","genome-wide","DTM","CV1","4","3",0.326688888888889
"M2","haplotype-tagged","DTM","CV1","4","3",0.352811111111111
"M3","haplotype-tagged","DTM","CV1","4","3",0.237122222222222
"M2","genome-wide","HSW","CV1","4","3",0.5227
"M3","genome-wide","HSW","CV1","4","3",0.498088888888889
"M2","haplotype-tagged","HSW","CV1","4","3",0.411711111111111
"M3","haplotype-tagged","HSW","CV1","4","3",0.442977777777778
"M2","genome-wide","PH","CV1","4","3",0.412755555555556
"M3","genome-wide","PH","CV1","4","3",0.421144444444444
"M2","haplotype-tagged","PH","CV1","4","3",0.378644444444444
"M3","haplotype-tagged","PH","CV1","4","3",0.354977777777778
"M2","genome-wide","PPP","CV1","4","3",0.136833333333333
"M3","genome-wide","PPP","CV1","4","3",0.159833333333333
"M2","haplotype-tagged","PPP","CV1","4","3",0.122633333333333
"M3","haplotype-tagged","PPP","CV1","4","3",0.1475
"M2","genome-wide","YPPlnt","CV1","4","3",0.117488888888889
"M3","genome-wide","YPPlnt","CV1","4","3",0.0989555555555556
"M2","haplotype-tagged","YPPlnt","CV1","4","3",-0.0103666666666667
"M3","haplotype-tagged","YPPlnt","CV1","4","3",0.0510888888888889
"M2","genome-wide","DTF","CV2","4","3",0.572933333333333
"M3","genome-wide","DTF","CV2","4","3",0.564122222222222
"M2","haplotype-tagged","DTF","CV2","4","3",0.563255555555556
"M3","haplotype-tagged","DTF","CV2","4","3",0.5566
"M2","genome-wide","DTM","CV2","4","3",0.524566666666667
"M3","genome-wide","DTM","CV2","4","3",0.477355555555556
"M2","haplotype-tagged","DTM","CV2","4","3",0.518533333333333
"M3","haplotype-tagged","DTM","CV2","4","3",0.499188888888889
"M2","genome-wide","HSW","CV2","4","3",0.715777777777778
"M3","genome-wide","HSW","CV2","4","3",0.706166666666667
"M2","haplotype-tagged","HSW","CV2","4","3",0.7103
"M3","haplotype-tagged","HSW","CV2","4","3",0.708388888888889
"M2","genome-wide","PH","CV2","4","3",0.552833333333333
"M3","genome-wide","PH","CV2","4","3",0.579133333333333
"M2","haplotype-tagged","PH","CV2","4","3",0.558055555555556
"M3","haplotype-tagged","PH","CV2","4","3",0.565088888888889
"M2","genome-wide","PPP","CV2","4","3",0.0878111111111111
"M3","genome-wide","PPP","CV2","4","3",0.102788888888889
"M2","haplotype-tagged","PPP","CV2","4","3",0.0519333333333333
"M3","haplotype-tagged","PPP","CV2","4","3",0.0862888888888889
"M2","genome-wide","YPPlnt","CV2","4","3",0.155577777777778
"M3","genome-wide","YPPlnt","CV2","4","3",0.122822222222222
"M2","haplotype-tagged","YPPlnt","CV2","4","3",0.152544444444444
"M3","haplotype-tagged","YPPlnt","CV2","4","3",0.138933333333333
"M2","genome-wide","DTF","CV0","5","3",0.55075
"M3","genome-wide","DTF","CV0","5","3",0.55355
"M2","haplotype-tagged","DTF","CV0","5","3",0.55225
