"Model","Panel","Trait","CV","Repetition","Fold","PA"
"M1","genome-wide","DTF","CV0","3","5",0.6098
"M1","genome-wide","DTM","CV0","3","5",0.4001
"M1","genome-wide","HSW","CV0","3","5",0.7856
"M1","genome-wide","PH","CV0","3","5",0.6618
"M1","genome-wide","PPP","CV0","3","5",0.1337
"M1","genome-wide","YPPlnt","CV0","3","5",0.1813
"M1","genome-wide","DTF","CV00","3","5",-0.2046
"M1","genome-wide","DTM","CV00","3","5",0.0199
"M1","genome-wide","HSW","CV00","3","5",-0.1627
"M1","genome-wide","PH","CV00","3","5",-0.1498
"M1","genome-wide","PPP","CV00","3","5",-0.0323
"M1","genome-wide","YPPlnt","CV00","3","5",-0.219
"M1","genome-wide","DTF","CV1","3","5",-0.0107111111111111
"M1","genome-wide","DTM","CV1","3","5",0.0745
"M1","genome-wide","HSW","CV1","3","5",0.0580666666666667
"M1","genome-wide","PH","CV1","3","5",0.2014
"M1","genome-wide","PPP","CV1","3","5",0.000922222222222227
"M1","genome-wide","YPPlnt","CV1","3","5",0.0327
"M1","genome-wide","DTF","CV2","3","5",0.596022222222222
"M1","genome-wide","DTM","CV2","3","5",0.468933333333333
"M1","genome-wide","HSW","CV2","3","5",0.7442
"M1","genome-wide","PH","CV2","3","5",0.563022222222222
"M1","genome-wide","PPP","CV2","3","5",0.156644444444444
"M1","genome-wide","YPPlnt","CV2","3","5",0.0471666666666667
"M1","genome-wide","DTF","CV0","4","5",0.7777
"M1","genome-wide","DTM","CV0","4","5",0.6821
"M1","genome-wide","HSW","CV0","4","5",0.7814
"M1","genome-wide","PH","CV0","4","5",0.7441
"M1","genome-wide","PPP","CV0","4","5",0.284
"M1","genome-wide","YPPlnt","CV0","4","5",0.0019
"M1","genome-wide","DTF","CV00","4","5",-0.1566
"M1","genome-wide","DTM","CV00","4","5",0.1451
"M1","genome-wide","HSW","CV00","4","5",-0.0722
"M1","genome-wide","PH","CV00","4","5",-0.1904
"M1","genome-wide","PPP","CV00","4","5",-0.0293
"M1","genome-wide","YPPlnt","CV00","4","5",-0.2383
"M1","genome-wide","DTF","CV1","4","5",0.163444444444444
"M1","genome-wide","DTM","CV1","4","5",0.0567666666666667
"M1","genome-wide","HSW","CV1","4","5",0.0924777777777778
"M1","genome-wide","PH","CV1","4","5",-0.0135666666666667
"M1","genome-wide","PPP","CV1","4","5",-0.0876222222222222
"M1","genome-wide","YPPlnt","CV1","4","5",0.0867666666666667
"M1","genome-wide","DTF","CV2","4","5",0.623133333333333
"M1","genome-wide","DTM","CV2","4","5",0.466288888888889
"M1","genome-wide","HSW","CV2","4","5",0.760511111111111
"M1","genome-wide","PH","CV2","4","5",0.522922222222222
"M1","genome-wide","PPP","CV2","4","5",0.178066666666667
"M1","genome-wide","YPPlnt","CV2","4","5",0.160611111111111
"M1","genome-wide","DTF","CV0","5","5",0.6098
"M1","genome-wide","DTM","CV0","5","5",0.3977
"M1","genome-wide","HSW","CV0","5","5",0.7848
"M1","genome-wide","PH","CV0","5","5",0.6622
"M1","genome-wide","PPP","CV0","5","5",0.1312
"M1","genome-wide","YPPlnt","CV0","5","5",0.1825
"M1","genome-wide","DTF","CV00","5","5",-0.1044
"M1","genome-wide","DTM","CV00","5","5",-0.1283
"M1","genome-wide","HSW","CV00","5","5",-0.0717
"M1","genome-wide","PH","CV00","5","5",-0.1389
"M1","genome-wide","PPP","CV00","5","5",0.2063
"M1","genome-wide","YPPlnt","CV00","5","5",0.2681
"M1","genome-wide","DTF","CV1","5","5",-0.122188888888889
"M1","genome-wide","DTM","CV1","5","5",-0.115566666666667
"M1","genome-wide","HSW","CV1","5","5",0.0166555555555556
"M1","genome-wide","PH","CV1","5","5",-0.124744444444444
"M1","genome-wide","PPP","CV1","5","5",-0.0922111111111111
"M1","genome-wide","YPPlnt","CV1","5","5",-0.100011111111111
"M1","genome-wide","DTF","CV2","5","5",0.549955555555556
"M1","genome-wide","DTM","CV2","5","5",0.446977777777778
"M1","genome-wide","HSW","CV2","5","5",0.7191
"M1","genome-wide","PH","CV2","5","5",0.576477777777778
"M1","genome-wide","PPP","CV2","5","5",0.124244444444444
"M1","genome-wide","YPPlnt","CV2","5","5",0.154822222222222
"M1","genome-wide","DTF","CV0","6","5",0.3743
"M1","genome-wide","DTM","CV0","6","5",0.3929
"M1","genome-wide","HSW","CV0","6","5",0.6027
"M1","genome-wide","PH","CV0","6","5",0.5706
"M1","genome-wide","PPP","CV0","6","5",0.0982
"M1","genome-wide","YPPlnt","CV0","6","5",0.1377
"M1","genome-wide","DTF","CV00","6","5",0.1895
"M1","genome-wide","DTM","CV00","6","5",0.0972
"M1","genome-wide","HSW","CV00","6","5",-0.0807
"M1","genome-wide","PH","CV00","6","5",-0.1101
"M1","genome-wide","PPP","CV00","6","5",-0.0078
"M1","genome-wide","YPPlnt","CV00","6","5",0.3037
"M1","genome-wide","DTF","CV1","6","5",-0.159255555555556
"M1","genome-wide","DTM","CV1","6","5",0.0861777777777778
"M1","genome-wide","HSW","CV1","6","5",-0.0380555555555556
"M1","genome-wide","PH","CV1","6","5",-0.0569111111111111
"M1","genome-wide","PPP","CV1","6","5",-0.0848666666666667
"M1","genome-wide","YPPlnt","CV1","6","5",0.126511111111111
"M1","genome-wide","DTF","CV2","6","5",0.592822222222222
"M1","genome-wide","DTM","CV2","6","5",0.555277777777778
"M1","genome-wide","HSW","CV2","6","5",0.785422222222222
"M1","genome-wide","PH","CV2","6","5",0.614066666666667
"M1","genome-wide","PPP","CV2","6","5",0.0791777777777778
"M1","genome-wide","YPPlnt","CV2","6","5",0.0309666666666667
"M1","genome-wide","DTF","CV0","7","5",0.5093
"M1","genome-wide","DTM","CV0","7","5",0.285
"M1","genome-wide","HSW","CV0","7","5",0.7118
"M1","genome-wide","PH","CV0","7","5",0.4873
"M1","genome-wide","PPP","CV0","7","5",0.0405
"M1","genome-wide","YPPlnt","CV0","7","5",0.0949
"M1","genome-wide","DTF","CV00","7","5",0.0863
"M1","genome-wide","DTM","CV00","7","5",0.0467
"M1","genome-wide","HSW","CV00","7","5",-0.211
"M1","genome-wide","PH","CV00","7","5",0.1854
"M1","genome-wide","PPP","CV00","7","5",0.0179
"M1","genome-wide","YPPlnt","CV00","7","5",0.0023
"M1","genome-wide","DTF","CV1","7","5",-0.152755555555556
"M1","genome-wide","DTM","CV1","7","5",0.0458444444444444
"M1","genome-wide","HSW","CV1","7","5",0.0259111111111111
"M1","genome-wide","PH","CV1","7","5",0.0302
"M1","genome-wide","PPP","CV1","7","5",-0.0195555555555556
"M1","genome-wide","YPPlnt","CV1","7","5",0.0279222222222222
"M1","genome-wide","DTF","CV2","7","5",0.611288888888889
"M1","genome-wide","DTM","CV2","7","5",0.5088
"M1","genome-wide","HSW","CV2","7","5",0.760422222222222
"M1","genome-wide","PH","CV2","7","5",0.566377777777778
"M1","genome-wide","PPP","CV2","7","5",0.133022222222222
"M1","genome-wide","YPPlnt","CV2","7","5",0.113622222222222
"M1","genome-wide","DTF","CV0","8","5",0.6428
"M1","genome-wide","DTM","CV0","8","5",0.5335
"M1","genome-wide","HSW","CV0","8","5",0.8592
"M1","genome-wide","PH","CV0","8","5",0.1066
"M1","genome-wide","PPP","CV0","8","5",0.01
"M1","genome-wide","YPPlnt","CV0","8","5",0.1875
"M1","genome-wide","DTF","CV00","8","5",0.0368
"M1","genome-wide","DTM","CV00","8","5",-0.092
"M1","genome-wide","HSW","CV00","8","5",-0.2633
"M1","genome-wide","PH","CV00","8","5",-0.2584
"M1","genome-wide","PPP","CV00","8","5",0.0166
"M1","genome-wide","YPPlnt","CV00","8","5",-0.1504
"M1","genome-wide","DTF","CV1","8","5",-0.0650888888888889
"M1","genome-wide","DTM","CV1","8","5",-0.0154555555555556
"M1","genome-wide","HSW","CV1","8","5",0.110477777777778
"M1","genome-wide","PH","CV1","8","5",-0.0689666666666667
"M1","genome-wide","PPP","CV1","8","5",0.0690333333333333
"M1","genome-wide","YPPlnt","CV1","8","5",0.00758888888888889
"M1","genome-wide","DTF","CV2","8","5",0.6091
"M1","genome-wide","DTM","CV2","8","5",0.435411111111111
"M1","genome-wide","HSW","CV2","8","5",0.660911111111111
"M1","genome-wide","PH","CV2","8","5",0.511133333333333
"M1","genome-wide","PPP","CV2","8","5",0.1616
"M1","genome-wide","YPPlnt","CV2","8","5",0.150144444444444
"M1","genome-wide","DTF","CV0","9","5",0.5115
"M1","genome-wide","DTM","CV0","9","5",0.287
"M1","genome-wide","HSW","CV0","9","5",0.7132
"M1","genome-wide","PH","CV0","9","5",0.487
"M1","genome-wide","PPP","CV0","9","5",0.0367
"M1","genome-wide","YPPlnt","CV0","9","5",0.1024
"M1","genome-wide","DTF","CV00","9","5",-0.2125
"M1","genome-wide","DTM","CV00","9","5",-0.2144
"M1","genome-wide","HSW","CV00","9","5",0.0168
"M1","genome-wide","PH","CV00","9","5",0.0369
"M1","genome-wide","PPP","CV00","9","5",-0.1333
"M1","genome-wide","YPPlnt","CV00","9","5",0.0229
"M1","genome-wide","DTF","CV1","9","5",0.150755555555556
"M1","genome-wide","DTM","CV1","9","5",-0.120744444444444
"M1","genome-wide","HSW","CV1","9","5",0.189233333333333
"M1","genome-wide","PH","CV1","9","5",-0.0139222222222222
"M1","genome-wide","PPP","CV1","9","5",0.0577666666666667
"M1","genome-wide","YPPlnt","CV1","9","5",-0.00812222222222221
"M1","genome-wide","DTF","CV2","9","5",0.607777777777778
"M1","genome-wide","DTM","CV2","9","5",0.503577777777778
"M1","genome-wide","HSW","CV2","9","5",0.697188888888889
"M1","genome-wide","PH","CV2","9","5",0.4843
"M1","genome-wide","PPP","CV2","9","5",0.123255555555556
"M1","genome-wide","YPPlnt","CV2","9","5",0.1283
"M1","genome-wide","DTF","CV0","10","5",0.777
"M1","genome-wide","DTM","CV0","10","5",0.6833
"M1","genome-wide","HSW","CV0","10","5",0.7797
"M1","genome-wide","PH","CV0","10","5",0.744
"M1","genome-wide","PPP","CV0","10","5",0.2872
"M1","genome-wide","YPPlnt","CV0","10","5",0.0084
"M1","genome-wide","DTF","CV00","10","5",0.2606
"M1","genome-wide","DTM","CV00","10","5",-0.4078
"M1","genome-wide","HSW","CV00","10","5",-0.1426
"M1","genome-wide","PH","CV00","10","5",-0.2643
"M1","genome-wide","PPP","CV00","10","5",0.4232
"M1","genome-wide","YPPlnt","CV00","10","5",-0.0588
"M1","genome-wide","DTF","CV1","10","5",-0.0660333333333333
"M1","genome-wide","DTM","CV1","10","5",-0.0149444444444444
"M1","genome-wide","HSW","CV1","10","5",-0.0985555555555555
"M1","genome-wide","PH","CV1","10","5",0.148133333333333
"M1","genome-wide","PPP","CV1","10","5",0.0060888888888889
"M1","genome-wide","YPPlnt","CV1","10","5",-0.0450555555555556
"M1","genome-wide","DTF","CV2","10","5",0.567255555555556
"M1","genome-wide","DTM","CV2","10","5",0.4671
"M1","genome-wide","HSW","CV2","10","5",0.730733333333333
"M1","genome-wide","PH","CV2","10","5",0.565277777777778
"M1","genome-wide","PPP","CV2","10","5",0.165522222222222
"M1","genome-wide","YPPlnt","CV2","10","5",0.212644444444444
"M1","haplotype-tagged","DTF","CV0","1","1",0.51665
"M1","haplotype-tagged","DTM","CV0","1","1",0.3372
"M1","haplotype-tagged","HSW","CV0","1","1",0.6789
"M1","haplotype-tagged","PH","CV0","1","1",0.59585
"M1","haplotype-tagged","PPP","CV0","1","1",0.101
"M1","haplotype-tagged","YPPlnt","CV0","1","1",0.15995
"M1","haplotype-tagged","DTF","CV00","1","1",-0.00465
"M1","haplotype-tagged","DTM","CV00","1","1",-0.0913
"M1","haplotype-tagged","HSW","CV00","1","1",0.0402
"M1","haplotype-tagged","PH","CV00","1","1",-0.0258
"M1","haplotype-tagged","PPP","CV00","1","1",-0.1349
"M1","haplotype-tagged","YPPlnt","CV00","1","1",0.0078
"M1","haplotype-tagged","DTF","CV1","1","1",0.0377333333333333
"M1","haplotype-tagged","DTM","CV1","1","1",-0.0448777777777778
"M1","haplotype-tagged","HSW","CV1","1","1",0.0522
"M1","haplotype-tagged","PH","CV1","1","1",0.0339444444444444
"M1","haplotype-tagged","PPP","CV1","1","1",0.0267777777777778
"M1","haplotype-tagged","YPPlnt","CV1","1","1",-0.0886888888888889
"M1","haplotype-tagged","DTF","CV2","1","1",0.615122222222222
"M1","haplotype-tagged","DTM","CV2","1","1",0.433322222222222
"M1","haplotype-tagged","HSW","CV2","1","1",0.801711111111111
"M1","haplotype-tagged","PH","CV2","1","1",0.609955555555556
"M1","haplotype-tagged","PPP","CV2","1","1",0.140055555555556
"M1","haplotype-tagged","YPPlnt","CV2","1","1",0.0842222222222222
"M1","haplotype-tagged","DTF","CV0","2","1",0.68035
"M1","haplotype-tagged","DTM","CV0","2","1",0.4938
"M1","haplotype-tagged","HSW","CV0","2","1",0.80025
"M1","haplotype-tagged","PH","CV0","2","1",0.6392
"M1","haplotype-tagged","PPP","CV0","2","1",0.2031
"M1","haplotype-tagged","YPPlnt","CV0","2","1",0.1595
"M1","haplotype-tagged","DTF","CV00","2","1",0.03855
"M1","haplotype-tagged","DTM","CV00","2","1",-0.05745
"M1","haplotype-tagged","HSW","CV00","2","1",-0.0117
"M1","haplotype-tagged","PH","CV00","2","1",-0.02325
"M1","haplotype-tagged","PPP","CV00","2","1",0.09185
"M1","haplotype-tagged","YPPlnt","CV00","2","1",0.179
"M1","haplotype-tagged","DTF","CV1","2","1",-0.113377777777778
"M1","haplotype-tagged","DTM","CV1","2","1",0.190833333333333
"M1","haplotype-tagged","HSW","CV1","2","1",0.0703666666666667
"M1","haplotype-tagged","PH","CV1","2","1",0.0370666666666667
"M1","haplotype-tagged","PPP","CV1","2","1",-0.0602111111111111
"M1","haplotype-tagged","YPPlnt","CV1","2","1",-0.0234333333333333
"M1","haplotype-tagged","DTF","CV2","2","1",0.585622222222222
"M1","haplotype-tagged","DTM","CV2","2","1",0.493188888888889
"M1","haplotype-tagged","HSW","CV2","2","1",0.754933333333333
"M1","haplotype-tagged","PH","CV2","2","1",0.5926
"M1","haplotype-tagged","PPP","CV2","2","1",0.2137
"M1","haplotype-tagged","YPPlnt","CV2","2","1",0.114555555555556
"M1","haplotype-tagged","DTF","CV0","3","1",0.64155
"M1","haplotype-tagged","DTM","CV0","3","1",0.52915
"M1","haplotype-tagged","HSW","CV0","3","1",0.7244
"M1","haplotype-tagged","PH","CV0","3","1",0.6993
"M1","haplotype-tagged","PPP","CV0","3","1",0.25505
"M1","haplotype-tagged","YPPlnt","CV0","3","1",0.10485
"M1","haplotype-tagged","DTF","CV00","3","1",0.13255
"M1","haplotype-tagged","DTM","CV00","3","1",-0.02705
"M1","haplotype-tagged","HSW","CV00","3","1",-0.06335
"M1","haplotype-tagged","PH","CV00","3","1",-0.05005
"M1","haplotype-tagged","PPP","CV00","3","1",-0.0862
"M1","haplotype-tagged","YPPlnt","CV00","3","1",-0.06735
"M1","haplotype-tagged","DTF","CV1","3","1",0.00626666666666666
"M1","haplotype-tagged","DTM","CV1","3","1",0.165988888888889
"M1","haplotype-tagged","HSW","CV1","3","1",-0.0771777777777778
"M1","haplotype-tagged","PH","CV1","3","1",0.0957333333333333
"M1","haplotype-tagged","PPP","CV1","3","1",0.0134888888888889
"M1","haplotype-tagged","YPPlnt","CV1","3","1",-0.0384888888888889
"M1","haplotype-tagged","DTF","CV2","3","1",0.584811111111111
"M1","haplotype-tagged","DTM","CV2","3","1",0.505266666666667
"M1","haplotype-tagged","HSW","CV2","3","1",0.718177777777778
"M1","haplotype-tagged","PH","CV2","3","1",0.4846
"M1","haplotype-tagged","PPP","CV2","3","1",0.0393555555555556
"M1","haplotype-tagged","YPPlnt","CV2","3","1",0.0976666666666667
"M1","haplotype-tagged","DTF","CV0","4","1",0.60025
"M1","haplotype-tagged","DTM","CV0","4","1",0.49785
"M1","haplotype-tagged","HSW","CV0","4","1",0.7087
"M1","haplotype-tagged","PH","CV0","4","1",0.6836
"M1","haplotype-tagged","PPP","CV0","4","1",0.1235
"M1","haplotype-tagged","YPPlnt","CV0","4","1",0.20735
"M1","haplotype-tagged","DTF","CV00","4","1",-0.2581
"M1","haplotype-tagged","DTM","CV00","4","1",-0.12645
"M1","haplotype-tagged","HSW","CV00","4","1",-0.1745
"M1","haplotype-tagged","PH","CV00","4","1",-0.09875
"M1","haplotype-tagged","PPP","CV00","4","1",0.19415
"M1","haplotype-tagged","YPPlnt","CV00","4","1",0.38975
"M1","haplotype-tagged","DTF","CV1","4","1",-0.105944444444444
"M1","haplotype-tagged","DTM","CV1","4","1",-0.0965111111111111
"M1","haplotype-tagged","HSW","CV1","4","1",0.144111111111111
"M1","haplotype-tagged","PH","CV1","4","1",-0.0305333333333333
"M1","haplotype-tagged","PPP","CV1","4","1",-0.0961111111111111
"M1","haplotype-tagged","YPPlnt","CV1","4","1",-0.0899444444444445
"M1","haplotype-tagged","DTF","CV2","4","1",0.541811111111111
"M1","haplotype-tagged","DTM","CV2","4","1",0.504344444444444
"M1","haplotype-tagged","HSW","CV2","4","1",0.7545
"M1","haplotype-tagged","PH","CV2","4","1",0.6305
"M1","haplotype-tagged","PPP","CV2","4","1",0.129288888888889
"M1","haplotype-tagged","YPPlnt","CV2","4","1",0.118388888888889
"M1","haplotype-tagged","DTF","CV0","5","1",0.63115
"M1","haplotype-tagged","DTM","CV0","5","1",0.47515
"M1","haplotype-tagged","HSW","CV0","5","1",0.7435
"M1","haplotype-tagged","PH","CV0","5","1",0.59625
"M1","haplotype-tagged","PPP","CV0","5","1",0.17885
"M1","haplotype-tagged","YPPlnt","CV0","5","1",0.1058
"M1","haplotype-tagged","DTF","CV00","5","1",-0.08365
"M1","haplotype-tagged","DTM","CV00","5","1",0.07125
"M1","haplotype-tagged","HSW","CV00","5","1",-0.0463
"M1","haplotype-tagged","PH","CV00","5","1",0.07245
"M1","haplotype-tagged","PPP","CV00","5","1",0.06305
"M1","haplotype-tagged","YPPlnt","CV00","5","1",0.0816
"M1","haplotype-tagged","DTF","CV1","5","1",-0.0391444444444444
"M1","haplotype-tagged","DTM","CV1","5","1",-0.0472444444444444
"M1","haplotype-tagged","HSW","CV1","5","1",-0.400211111111111
"M1","haplotype-tagged","PH","CV1","5","1",-0.0757333333333333
"M1","haplotype-tagged","PPP","CV1","5","1",-0.0248666666666667
"M1","haplotype-tagged","YPPlnt","CV1","5","1",-0.0105666666666667
"M1","haplotype-tagged","DTF","CV2","5","1",0.666744444444444
"M1","haplotype-tagged","DTM","CV2","5","1",0.505055555555556
"M1","haplotype-tagged","HSW","CV2","5","1",0.714266666666667
"M1","haplotype-tagged","PH","CV2","5","1",0.527477777777778
"M1","haplotype-tagged","PPP","CV2","5","1",0.159733333333333
"M1","haplotype-tagged","YPPlnt","CV2","5","1",0.105866666666667
"M1","haplotype-tagged","DTF","CV0","6","1",0.5515
"M1","haplotype-tagged","DTM","CV0","6","1",0.377
"M1","haplotype-tagged","HSW","CV0","6","1",0.6727
"M1","haplotype-tagged","PH","CV0","6","1",0.6046
"M1","haplotype-tagged","PPP","CV0","6","1",0.2475
"M1","haplotype-tagged","YPPlnt","CV0","6","1",0.0678
"M1","haplotype-tagged","DTF","CV00","6","1",0.00575
"M1","haplotype-tagged","DTM","CV00","6","1",-0.0273
"M1","haplotype-tagged","HSW","CV00","6","1",0.06365
"M1","haplotype-tagged","PH","CV00","6","1",-0.139
"M1","haplotype-tagged","PPP","CV00","6","1",-0.2233
"M1","haplotype-tagged","YPPlnt","CV00","6","1",0.1048
"M1","haplotype-tagged","DTF","CV1","6","1",0.205844444444444
"M1","haplotype-tagged","DTM","CV1","6","1",0.0786666666666667
"M1","haplotype-tagged","HSW","CV1","6","1",0.00194444444444445
"M1","haplotype-tagged","PH","CV1","6","1",-0.2062
"M1","haplotype-tagged","PPP","CV1","6","1",0.128311111111111
"M1","haplotype-tagged","YPPlnt","CV1","6","1",0.0475222222222222
"M1","haplotype-tagged","DTF","CV2","6","1",0.642977777777778
"M1","haplotype-tagged","DTM","CV2","6","1",0.453022222222222
"M1","haplotype-tagged","HSW","CV2","6","1",0.728411111111111
"M1","haplotype-tagged","PH","CV2","6","1",0.506422222222222
"M1","haplotype-tagged","PPP","CV2","6","1",0.146266666666667
"M1","haplotype-tagged","YPPlnt","CV2","6","1",0.224377777777778
"M1","haplotype-tagged","DTF","CV0","7","1",0.72745
"M1","haplotype-tagged","DTM","CV0","7","1",0.6197
"M1","haplotype-tagged","HSW","CV0","7","1",0.75555
"M1","haplotype-tagged","PH","CV0","7","1",0.70125
"M1","haplotype-tagged","PPP","CV0","7","1",0.21025
"M1","haplotype-tagged","YPPlnt","CV0","7","1",0.11885
"M1","haplotype-tagged","DTF","CV00","7","1",-0.1018
"M1","haplotype-tagged","DTM","CV00","7","1",0.0447
"M1","haplotype-tagged","HSW","CV00","7","1",-0.0943
"M1","haplotype-tagged","PH","CV00","7","1",0.0014
"M1","haplotype-tagged","PPP","CV00","7","1",0.0069
"M1","haplotype-tagged","YPPlnt","CV00","7","1",-0.07675
"M1","haplotype-tagged","DTF","CV1","7","1",0.0257
"M1","haplotype-tagged","DTM","CV1","7","1",-0.139922222222222
"M1","haplotype-tagged","HSW","CV1","7","1",0.209211111111111
"M1","haplotype-tagged","PH","CV1","7","1",0.2398
"M1","haplotype-tagged","PPP","CV1","7","1",0.0436222222222222
"M1","haplotype-tagged","YPPlnt","CV1","7","1",-0.0577888888888889
"M1","haplotype-tagged","DTF","CV2","7","1",0.616644444444444
"M1","haplotype-tagged","DTM","CV2","7","1",0.450533333333333
"M1","haplotype-tagged","HSW","CV2","7","1",0.7567
"M1","haplotype-tagged","PH","CV2","7","1",0.600877777777778
"M1","haplotype-tagged","PPP","CV2","7","1",0.189166666666667
"M1","haplotype-tagged","YPPlnt","CV2","7","1",0.111933333333333
"M1","haplotype-tagged","DTF","CV0","8","1",0.49505
"M1","haplotype-tagged","DTM","CV0","8","1",0.38955
"M1","haplotype-tagged","HSW","CV0","8","1",0.699
"M1","haplotype-tagged","PH","CV0","8","1",0.61145
"M1","haplotype-tagged","PPP","CV0","8","1",0.11935
"M1","haplotype-tagged","YPPlnt","CV0","8","1",0.1383
"M1","haplotype-tagged","DTF","CV00","8","1",0.06295
"M1","haplotype-tagged","DTM","CV00","8","1",-0.1208
"M1","haplotype-tagged","HSW","CV00","8","1",0.13245
"M1","haplotype-tagged","PH","CV00","8","1",0.2016
"M1","haplotype-tagged","PPP","CV00","8","1",0.1058
"M1","haplotype-tagged","YPPlnt","CV00","8","1",-0.1681
"M1","haplotype-tagged","DTF","CV1","8","1",0.135711111111111
"M1","haplotype-tagged","DTM","CV1","8","1",-0.00907777777777778
"M1","haplotype-tagged","HSW","CV1","8","1",0.102833333333333
"M1","haplotype-tagged","PH","CV1","8","1",-0.0120666666666667
"M1","haplotype-tagged","PPP","CV1","8","1",0.0136666666666667
"M1","haplotype-tagged","YPPlnt","CV1","8","1",0.00282222222222222
"M1","haplotype-tagged","DTF","CV2","8","1",0.602966666666667
"M1","haplotype-tagged","DTM","CV2","8","1",0.4471
"M1","haplotype-tagged","HSW","CV2","8","1",0.756422222222222
"M1","haplotype-tagged","PH","CV2","8","1",0.5767
"M1","haplotype-tagged","PPP","CV2","8","1",0.126122222222222
"M1","haplotype-tagged","YPPlnt","CV2","8","1",0.0398555555555555
"M1","haplotype-tagged","DTF","CV0","9","1",0.7781
"M1","haplotype-tagged","DTM","CV0","9","1",0.65985
"M1","haplotype-tagged","HSW","CV0","9","1",0.80725
"M1","haplotype-tagged","PH","CV0","9","1",0.74035
"M1","haplotype-tagged","PPP","CV0","9","1",0.1755
"M1","haplotype-tagged","YPPlnt","CV0","9","1",0.14395
"M1","haplotype-tagged","DTF","CV00","9","1",0.2144
"M1","haplotype-tagged","DTM","CV00","9","1",0.1284
"M1","haplotype-tagged","HSW","CV00","9","1",-0.24915
"M1","haplotype-tagged","PH","CV00","9","1",0.0812
"M1","haplotype-tagged","PPP","CV00","9","1",-0.17775
"M1","haplotype-tagged","YPPlnt","CV00","9","1",0.0577
"M1","haplotype-tagged","DTF","CV1","9","1",-0.0669666666666667
"M1","haplotype-tagged","DTM","CV1","9","1",0.0638666666666667
"M1","haplotype-tagged","HSW","CV1","9","1",-0.0161666666666667
"M1","haplotype-tagged","PH","CV1","9","1",-0.0914444444444445
"M1","haplotype-tagged","PPP","CV1","9","1",-0.0363666666666667
"M1","haplotype-tagged","YPPlnt","CV1","9","1",-0.104866666666667
"M1","haplotype-tagged","DTF","CV2","9","1",0.589444444444444
"M1","haplotype-tagged","DTM","CV2","9","1",0.496433333333333
"M1","haplotype-tagged","HSW","CV2","9","1",0.769288888888889
"M1","haplotype-tagged","PH","CV2","9","1",0.5569
"M1","haplotype-tagged","PPP","CV2","9","1",0.168744444444444
"M1","haplotype-tagged","YPPlnt","CV2","9","1",0.0220777777777778
"M1","haplotype-tagged","DTF","CV0","10","1",0.6835
"M1","haplotype-tagged","DTM","CV0","10","1",0.523
"M1","haplotype-tagged","HSW","CV0","10","1",0.7597
"M1","haplotype-tagged","PH","CV0","10","1",0.743
"M1","haplotype-tagged","PPP","CV0","10","1",0.2706
"M1","haplotype-tagged","YPPlnt","CV0","10","1",0.14665
"M1","haplotype-tagged","DTF","CV00","10","1",-0.0436
"M1","haplotype-tagged","DTM","CV00","10","1",0.01205
"M1","haplotype-tagged","HSW","CV00","10","1",0.1094
"M1","haplotype-tagged","PH","CV00","10","1",0.06125
"M1","haplotype-tagged","PPP","CV00","10","1",-0.22685
"M1","haplotype-tagged","YPPlnt","CV00","10","1",-0.16745
"M1","haplotype-tagged","DTF","CV1","10","1",-0.3196
"M1","haplotype-tagged","DTM","CV1","10","1",-0.0143333333333333
"M1","haplotype-tagged","HSW","CV1","10","1",-0.200433333333333
"M1","haplotype-tagged","PH","CV1","10","1",0.0382777777777778
"M1","haplotype-tagged","PPP","CV1","10","1",0.0791111111111111
"M1","haplotype-tagged","YPPlnt","CV1","10","1",0.0547666666666667
"M1","haplotype-tagged","DTF","CV2","10","1",0.6026
"M1","haplotype-tagged","DTM","CV2","10","1",0.462011111111111
"M1","haplotype-tagged","HSW","CV2","10","1",0.718877777777778
"M1","haplotype-tagged","PH","CV2","10","1",0.575777777777778
"M1","haplotype-tagged","PPP","CV2","10","1",0.140333333333333
"M1","haplotype-tagged","YPPlnt","CV2","10","1",0.106711111111111
"M1","haplotype-tagged","DTF","CV0","1","2",0.6242
"M1","haplotype-tagged","DTM","CV0","1","2",0.46265
"M1","haplotype-tagged","HSW","CV0","1","2",0.78645
"M1","haplotype-tagged","PH","CV0","1","2",0.28895
"M1","haplotype-tagged","PPP","CV0","1","2",0.13155
"M1","haplotype-tagged","YPPlnt","CV0","1","2",0.08025
"M1","haplotype-tagged","DTF","CV00","1","2",0.0594
"M1","haplotype-tagged","DTM","CV00","1","2",-0.114
"M1","haplotype-tagged","HSW","CV00","1","2",-0.19765
"M1","haplotype-tagged","PH","CV00","1","2",-0.1225
"M1","haplotype-tagged","PPP","CV00","1","2",0.14605
"M1","haplotype-tagged","YPPlnt","CV00","1","2",0.29745
"M1","haplotype-tagged","DTF","CV1","1","2",-0.141444444444444
"M1","haplotype-tagged","DTM","CV1","1","2",0.00727777777777778
"M1","haplotype-tagged","HSW","CV1","1","2",0.0403777777777778
"M1","haplotype-tagged","PH","CV1","1","2",-0.0663777777777778
"M1","haplotype-tagged","PPP","CV1","1","2",-0.101477777777778
"M1","haplotype-tagged","YPPlnt","CV1","1","2",0.00513333333333334
"M1","haplotype-tagged","DTF","CV2","1","2",0.601644444444444
"M1","haplotype-tagged","DTM","CV2","1","2",0.446788888888889
"M1","haplotype-tagged","HSW","CV2","1","2",0.665433333333333
