"Model","Panel","Trait","CV","Repetition","Fold","PA"
"M2","genome-wide","HSW","CV2","1","2",0.669611111111111
"M3","genome-wide","HSW","CV2","1","2",0.6687
"M2","haplotype-tagged","HSW","CV2","1","2",0.666433333333333
"M3","haplotype-tagged","HSW","CV2","1","2",0.667777777777778
"M2","genome-wide","PH","CV2","1","2",0.571755555555556
"M3","genome-wide","PH","CV2","1","2",0.573022222222222
"M2","haplotype-tagged","PH","CV2","1","2",0.566233333333333
"M3","haplotype-tagged","PH","CV2","1","2",0.565344444444444
"M2","genome-wide","PPP","CV2","1","2",0.161888888888889
"M3","genome-wide","PPP","CV2","1","2",0.177744444444444
"M2","haplotype-tagged","PPP","CV2","1","2",0.128666666666667
"M3","haplotype-tagged","PPP","CV2","1","2",0.166666666666667
"M2","genome-wide","YPPlnt","CV2","1","2",0.0916333333333333
"M3","genome-wide","YPPlnt","CV2","1","2",0.0634555555555556
"M2","haplotype-tagged","YPPlnt","CV2","1","2",0.0727777777777778
"M3","haplotype-tagged","YPPlnt","CV2","1","2",0.0952
"M2","genome-wide","DTF","CV0","2","2",0.64285
"M3","genome-wide","DTF","CV0","2","2",0.64535
"M2","haplotype-tagged","DTF","CV0","2","2",0.647
"M3","haplotype-tagged","DTF","CV0","2","2",0.646
"M2","genome-wide","DTM","CV0","2","2",0.5321
"M3","genome-wide","DTM","CV0","2","2",0.5333
"M2","haplotype-tagged","DTM","CV0","2","2",0.53145
"M3","haplotype-tagged","DTM","CV0","2","2",0.53825
"M2","genome-wide","HSW","CV0","2","2",0.7792
"M3","genome-wide","HSW","CV0","2","2",0.77895
"M2","haplotype-tagged","HSW","CV0","2","2",0.7761
"M3","haplotype-tagged","HSW","CV0","2","2",0.7758
"M2","genome-wide","PH","CV0","2","2",0.6701
"M3","genome-wide","PH","CV0","2","2",0.66675
"M2","haplotype-tagged","PH","CV0","2","2",0.6588
"M3","haplotype-tagged","PH","CV0","2","2",0.65745
"M2","genome-wide","PPP","CV0","2","2",0.1174
"M3","genome-wide","PPP","CV0","2","2",0.11325
"M2","haplotype-tagged","PPP","CV0","2","2",0.10555
"M3","haplotype-tagged","PPP","CV0","2","2",0.08865
"M2","genome-wide","YPPlnt","CV0","2","2",0.19975
"M3","genome-wide","YPPlnt","CV0","2","2",0.18285
"M2","haplotype-tagged","YPPlnt","CV0","2","2",0.18525
"M3","haplotype-tagged","YPPlnt","CV0","2","2",0.18755
"M2","genome-wide","DTF","CV00","2","2",0.63745
"M3","genome-wide","DTF","CV00","2","2",0.66055
"M2","haplotype-tagged","DTF","CV00","2","2",0.4164
"M3","haplotype-tagged","DTF","CV00","2","2",0.4058
"M2","genome-wide","DTM","CV00","2","2",0.16175
"M3","genome-wide","DTM","CV00","2","2",0.17185
"M2","haplotype-tagged","DTM","CV00","2","2",0.1363
"M3","haplotype-tagged","DTM","CV00","2","2",0.3164
"M2","genome-wide","HSW","CV00","2","2",0.6487
"M3","genome-wide","HSW","CV00","2","2",0.64785
"M2","haplotype-tagged","HSW","CV00","2","2",0.59755
"M3","haplotype-tagged","HSW","CV00","2","2",0.62855
"M2","genome-wide","PH","CV00","2","2",0.27225
"M3","genome-wide","PH","CV00","2","2",0.27565
"M2","haplotype-tagged","PH","CV00","2","2",0.20835
"M3","haplotype-tagged","PH","CV00","2","2",0.1713
"M2","genome-wide","PPP","CV00","2","2",0.0846
"M3","genome-wide","PPP","CV00","2","2",0.0739
"M2","haplotype-tagged","PPP","CV00","2","2",0.1123
"M3","haplotype-tagged","PPP","CV00","2","2",-0.1356
"M2","genome-wide","YPPlnt","CV00","2","2",0.0327
"M3","genome-wide","YPPlnt","CV00","2","2",-0.01545
"M2","haplotype-tagged","YPPlnt","CV00","2","2",0.0139
"M3","haplotype-tagged","YPPlnt","CV00","2","2",0.02575
"M2","genome-wide","DTF","CV1","2","2",0.492844444444444
"M3","genome-wide","DTF","CV1","2","2",0.518277777777778
"M2","haplotype-tagged","DTF","CV1","2","2",0.289433333333333
"M3","haplotype-tagged","DTF","CV1","2","2",0.3317
"M2","genome-wide","DTM","CV1","2","2",0.388788888888889
"M3","genome-wide","DTM","CV1","2","2",0.359133333333333
"M2","haplotype-tagged","DTM","CV1","2","2",0.286077777777778
"M3","haplotype-tagged","DTM","CV1","2","2",0.226855555555556
"M2","genome-wide","HSW","CV1","2","2",0.516844444444444
"M3","genome-wide","HSW","CV1","2","2",0.529533333333333
"M2","haplotype-tagged","HSW","CV1","2","2",0.361266666666667
"M3","haplotype-tagged","HSW","CV1","2","2",0.320055555555556
"M2","genome-wide","PH","CV1","2","2",0.465944444444444
"M3","genome-wide","PH","CV1","2","2",0.459366666666667
"M2","haplotype-tagged","PH","CV1","2","2",0.408944444444444
"M3","haplotype-tagged","PH","CV1","2","2",0.456344444444444
"M2","genome-wide","PPP","CV1","2","2",0.122266666666667
"M3","genome-wide","PPP","CV1","2","2",0.1198
"M2","haplotype-tagged","PPP","CV1","2","2",0.1219
"M3","haplotype-tagged","PPP","CV1","2","2",0.0792777777777778
"M2","genome-wide","YPPlnt","CV1","2","2",0.1436
"M3","genome-wide","YPPlnt","CV1","2","2",0.1512
"M2","haplotype-tagged","YPPlnt","CV1","2","2",0.136166666666667
"M3","haplotype-tagged","YPPlnt","CV1","2","2",0.140255555555556
"M2","genome-wide","DTF","CV2","2","2",0.645466666666667
"M3","genome-wide","DTF","CV2","2","2",0.643944444444444
"M2","haplotype-tagged","DTF","CV2","2","2",0.632911111111111
"M3","haplotype-tagged","DTF","CV2","2","2",0.6528
"M2","genome-wide","DTM","CV2","2","2",0.447722222222222
"M3","genome-wide","DTM","CV2","2","2",0.441388888888889
"M2","haplotype-tagged","DTM","CV2","2","2",0.4353
"M3","haplotype-tagged","DTM","CV2","2","2",0.445611111111111
"M2","genome-wide","HSW","CV2","2","2",0.790544444444444
"M3","genome-wide","HSW","CV2","2","2",0.795511111111111
"M2","haplotype-tagged","HSW","CV2","2","2",0.785744444444444
"M3","haplotype-tagged","HSW","CV2","2","2",0.785088888888889
"M2","genome-wide","PH","CV2","2","2",0.487344444444444
"M3","genome-wide","PH","CV2","2","2",0.508822222222222
"M2","haplotype-tagged","PH","CV2","2","2",0.483444444444444
"M3","haplotype-tagged","PH","CV2","2","2",0.491955555555556
"M2","genome-wide","PPP","CV2","2","2",0.1479
"M3","genome-wide","PPP","CV2","2","2",0.138911111111111
"M2","haplotype-tagged","PPP","CV2","2","2",0.110922222222222
"M3","haplotype-tagged","PPP","CV2","2","2",0.167122222222222
"M2","genome-wide","YPPlnt","CV2","2","2",0.168244444444444
"M3","genome-wide","YPPlnt","CV2","2","2",0.184522222222222
"M2","haplotype-tagged","YPPlnt","CV2","2","2",0.156366666666667
"M3","haplotype-tagged","YPPlnt","CV2","2","2",0.151077777777778
"M2","genome-wide","DTF","CV0","3","2",0.6395
"M3","genome-wide","DTF","CV0","3","2",0.6362
"M2","haplotype-tagged","DTF","CV0","3","2",0.64155
"M3","haplotype-tagged","DTF","CV0","3","2",0.6389
"M2","genome-wide","DTM","CV0","3","2",0.52825
"M3","genome-wide","DTM","CV0","3","2",0.53155
"M2","haplotype-tagged","DTM","CV0","3","2",0.52845
"M3","haplotype-tagged","DTM","CV0","3","2",0.532
"M2","genome-wide","HSW","CV0","3","2",0.75545
"M3","genome-wide","HSW","CV0","3","2",0.75595
"M2","haplotype-tagged","HSW","CV0","3","2",0.7505
"M3","haplotype-tagged","HSW","CV0","3","2",0.75085
"M2","genome-wide","PH","CV0","3","2",0.58775
"M3","genome-wide","PH","CV0","3","2",0.59125
"M2","haplotype-tagged","PH","CV0","3","2",0.5885
"M3","haplotype-tagged","PH","CV0","3","2",0.5929
"M2","genome-wide","PPP","CV0","3","2",0.22095
"M3","genome-wide","PPP","CV0","3","2",0.2102
"M2","haplotype-tagged","PPP","CV0","3","2",0.2112
"M3","haplotype-tagged","PPP","CV0","3","2",0.1963
"M2","genome-wide","YPPlnt","CV0","3","2",0.13305
"M3","genome-wide","YPPlnt","CV0","3","2",0.1298
"M2","haplotype-tagged","YPPlnt","CV0","3","2",0.1114
"M3","haplotype-tagged","YPPlnt","CV0","3","2",0.10695
"M2","genome-wide","DTF","CV00","3","2",0.42685
"M3","genome-wide","DTF","CV00","3","2",0.444
"M2","haplotype-tagged","DTF","CV00","3","2",0.28015
"M3","haplotype-tagged","DTF","CV00","3","2",0.2418
"M2","genome-wide","DTM","CV00","3","2",0.45235
"M3","genome-wide","DTM","CV00","3","2",0.36495
"M2","haplotype-tagged","DTM","CV00","3","2",0.13145
"M3","haplotype-tagged","DTM","CV00","3","2",0.1515
"M2","genome-wide","HSW","CV00","3","2",0.4866
"M3","genome-wide","HSW","CV00","3","2",0.473
"M2","haplotype-tagged","HSW","CV00","3","2",0.53455
"M3","haplotype-tagged","HSW","CV00","3","2",0.4789
"M2","genome-wide","PH","CV00","3","2",0.3394
"M3","genome-wide","PH","CV00","3","2",0.3284
"M2","haplotype-tagged","PH","CV00","3","2",0.23025
"M3","haplotype-tagged","PH","CV00","3","2",0.2346
"M2","genome-wide","PPP","CV00","3","2",0.04285
"M3","genome-wide","PPP","CV00","3","2",0.01155
"M2","haplotype-tagged","PPP","CV00","3","2",0.096
"M3","haplotype-tagged","PPP","CV00","3","2",0.0448
"M2","genome-wide","YPPlnt","CV00","3","2",-0.00144999999999998
"M3","genome-wide","YPPlnt","CV00","3","2",-0.05685
"M2","haplotype-tagged","YPPlnt","CV00","3","2",-0.17025
"M3","haplotype-tagged","YPPlnt","CV00","3","2",-0.04035
"M2","genome-wide","DTF","CV1","3","2",0.4041
"M3","genome-wide","DTF","CV1","3","2",0.376644444444444
"M2","haplotype-tagged","DTF","CV1","3","2",0.2484
"M3","haplotype-tagged","DTF","CV1","3","2",0.215611111111111
"M2","genome-wide","DTM","CV1","3","2",0.407144444444444
"M3","genome-wide","DTM","CV1","3","2",0.410988888888889
"M2","haplotype-tagged","DTM","CV1","3","2",0.192122222222222
"M3","haplotype-tagged","DTM","CV1","3","2",0.284411111111111
"M2","genome-wide","HSW","CV1","3","2",0.653211111111111
"M3","genome-wide","HSW","CV1","3","2",0.658477777777778
"M2","haplotype-tagged","HSW","CV1","3","2",0.633666666666667
"M3","haplotype-tagged","HSW","CV1","3","2",0.590555555555556
"M2","genome-wide","PH","CV1","3","2",0.4436
"M3","genome-wide","PH","CV1","3","2",0.459966666666667
"M2","haplotype-tagged","PH","CV1","3","2",0.444411111111111
"M3","haplotype-tagged","PH","CV1","3","2",0.417977777777778
"M2","genome-wide","PPP","CV1","3","2",0.220622222222222
"M3","genome-wide","PPP","CV1","3","2",0.175533333333333
"M2","haplotype-tagged","PPP","CV1","3","2",0.2021
"M3","haplotype-tagged","PPP","CV1","3","2",0.116166666666667
"M2","genome-wide","YPPlnt","CV1","3","2",0.177166666666667
"M3","genome-wide","YPPlnt","CV1","3","2",0.146677777777778
"M2","haplotype-tagged","YPPlnt","CV1","3","2",0.151088888888889
"M3","haplotype-tagged","YPPlnt","CV1","3","2",0.0666777777777778
"M2","genome-wide","DTF","CV2","3","2",0.599333333333333
"M3","genome-wide","DTF","CV2","3","2",0.613166666666667
"M2","haplotype-tagged","DTF","CV2","3","2",0.597055555555556
"M3","haplotype-tagged","DTF","CV2","3","2",0.602788888888889
"M2","genome-wide","DTM","CV2","3","2",0.547255555555555
"M3","genome-wide","DTM","CV2","3","2",0.5348
"M2","haplotype-tagged","DTM","CV2","3","2",0.526177777777778
"M3","haplotype-tagged","DTM","CV2","3","2",0.530555555555556
"M2","genome-wide","HSW","CV2","3","2",0.768166666666667
"M3","genome-wide","HSW","CV2","3","2",0.748611111111111
"M2","haplotype-tagged","HSW","CV2","3","2",0.763511111111111
"M3","haplotype-tagged","HSW","CV2","3","2",0.758244444444444
"M2","genome-wide","PH","CV2","3","2",0.625
"M3","genome-wide","PH","CV2","3","2",0.656711111111111
"M2","haplotype-tagged","PH","CV2","3","2",0.622855555555556
"M3","haplotype-tagged","PH","CV2","3","2",0.636411111111111
"M2","genome-wide","PPP","CV2","3","2",0.223955555555556
"M3","genome-wide","PPP","CV2","3","2",0.1963
"M2","haplotype-tagged","PPP","CV2","3","2",0.205411111111111
"M3","haplotype-tagged","PPP","CV2","3","2",0.222122222222222
"M2","genome-wide","YPPlnt","CV2","3","2",0.141411111111111
"M3","genome-wide","YPPlnt","CV2","3","2",0.154033333333333
"M2","haplotype-tagged","YPPlnt","CV2","3","2",0.129233333333333
"M3","haplotype-tagged","YPPlnt","CV2","3","2",0.134155555555556
"M2","genome-wide","DTF","CV0","4","2",0.4912
"M3","genome-wide","DTF","CV0","4","2",0.49175
"M2","haplotype-tagged","DTF","CV0","4","2",0.49495
"M3","haplotype-tagged","DTF","CV0","4","2",0.4938
"M2","genome-wide","DTM","CV0","4","2",0.388
"M3","genome-wide","DTM","CV0","4","2",0.3899
"M2","haplotype-tagged","DTM","CV0","4","2",0.3866
"M3","haplotype-tagged","DTM","CV0","4","2",0.38485
"M2","genome-wide","HSW","CV0","4","2",0.69405
"M3","genome-wide","HSW","CV0","4","2",0.69705
"M2","haplotype-tagged","HSW","CV0","4","2",0.69765
"M3","haplotype-tagged","HSW","CV0","4","2",0.6977
"M2","genome-wide","PH","CV0","4","2",0.62155
"M3","genome-wide","PH","CV0","4","2",0.62105
"M2","haplotype-tagged","PH","CV0","4","2",0.61695
"M3","haplotype-tagged","PH","CV0","4","2",0.6146
"M2","genome-wide","PPP","CV0","4","2",0.1291
"M3","genome-wide","PPP","CV0","4","2",0.12165
"M2","haplotype-tagged","PPP","CV0","4","2",0.1219
"M3","haplotype-tagged","PPP","CV0","4","2",0.1178
"M2","genome-wide","YPPlnt","CV0","4","2",0.13965
"M3","genome-wide","YPPlnt","CV0","4","2",0.1375
"M2","haplotype-tagged","YPPlnt","CV0","4","2",0.1388
"M3","haplotype-tagged","YPPlnt","CV0","4","2",0.13085
"M2","genome-wide","DTF","CV00","4","2",0.5329
"M3","genome-wide","DTF","CV00","4","2",0.52095
"M2","haplotype-tagged","DTF","CV00","4","2",0.40495
"M3","haplotype-tagged","DTF","CV00","4","2",0.24035
"M2","genome-wide","DTM","CV00","4","2",0.34985
"M3","genome-wide","DTM","CV00","4","2",0.3903
"M2","haplotype-tagged","DTM","CV00","4","2",0.183
"M3","haplotype-tagged","DTM","CV00","4","2",0.07145
"M2","genome-wide","HSW","CV00","4","2",0.6
"M3","genome-wide","HSW","CV00","4","2",0.6097
"M2","haplotype-tagged","HSW","CV00","4","2",0.4787
"M3","haplotype-tagged","HSW","CV00","4","2",0.4893
"M2","genome-wide","PH","CV00","4","2",0.14305
"M3","genome-wide","PH","CV00","4","2",0.13475
"M2","haplotype-tagged","PH","CV00","4","2",0.19465
"M3","haplotype-tagged","PH","CV00","4","2",0.17305
"M2","genome-wide","PPP","CV00","4","2",0.2596
"M3","genome-wide","PPP","CV00","4","2",0.2909
"M2","haplotype-tagged","PPP","CV00","4","2",0.3506
"M3","haplotype-tagged","PPP","CV00","4","2",0.34545
"M2","genome-wide","YPPlnt","CV00","4","2",0.03575
"M3","genome-wide","YPPlnt","CV00","4","2",0.05495
"M2","haplotype-tagged","YPPlnt","CV00","4","2",0.09335
"M3","haplotype-tagged","YPPlnt","CV00","4","2",-0.1431
"M2","genome-wide","DTF","CV1","4","2",0.363633333333333
"M3","genome-wide","DTF","CV1","4","2",0.344166666666667
"M2","haplotype-tagged","DTF","CV1","4","2",0.359022222222222
"M3","haplotype-tagged","DTF","CV1","4","2",0.148577777777778
"M2","genome-wide","DTM","CV1","4","2",0.247311111111111
"M3","genome-wide","DTM","CV1","4","2",0.211333333333333
"M2","haplotype-tagged","DTM","CV1","4","2",0.2494
"M3","haplotype-tagged","DTM","CV1","4","2",0.149911111111111
"M2","genome-wide","HSW","CV1","4","2",0.444011111111111
"M3","genome-wide","HSW","CV1","4","2",0.437633333333333
"M2","haplotype-tagged","HSW","CV1","4","2",0.291922222222222
"M3","haplotype-tagged","HSW","CV1","4","2",0.354266666666667
"M2","genome-wide","PH","CV1","4","2",0.0860333333333333
"M3","genome-wide","PH","CV1","4","2",0.106266666666667
"M2","haplotype-tagged","PH","CV1","4","2",0.155355555555556
"M3","haplotype-tagged","PH","CV1","4","2",0.157188888888889
"M2","genome-wide","PPP","CV1","4","2",0.184088888888889
"M3","genome-wide","PPP","CV1","4","2",0.214611111111111
"M2","haplotype-tagged","PPP","CV1","4","2",0.197066666666667
"M3","haplotype-tagged","PPP","CV1","4","2",0.164022222222222
"M2","genome-wide","YPPlnt","CV1","4","2",0.176088888888889
"M3","genome-wide","YPPlnt","CV1","4","2",0.109288888888889
"M2","haplotype-tagged","YPPlnt","CV1","4","2",0.177588888888889
"M3","haplotype-tagged","YPPlnt","CV1","4","2",0.1315
"M2","genome-wide","DTF","CV2","4","2",0.631988888888889
"M3","genome-wide","DTF","CV2","4","2",0.623511111111111
"M2","haplotype-tagged","DTF","CV2","4","2",0.6288
"M3","haplotype-tagged","DTF","CV2","4","2",0.638022222222222
"M2","genome-wide","DTM","CV2","4","2",0.523222222222222
"M3","genome-wide","DTM","CV2","4","2",0.514833333333333
"M2","haplotype-tagged","DTM","CV2","4","2",0.518988888888889
"M3","haplotype-tagged","DTM","CV2","4","2",0.531677777777778
"M2","genome-wide","HSW","CV2","4","2",0.780355555555556
"M3","genome-wide","HSW","CV2","4","2",0.776333333333333
"M2","haplotype-tagged","HSW","CV2","4","2",0.784388888888889
"M3","haplotype-tagged","HSW","CV2","4","2",0.786033333333333
"M2","genome-wide","PH","CV2","4","2",0.535933333333333
"M3","genome-wide","PH","CV2","4","2",0.528611111111111
"M2","haplotype-tagged","PH","CV2","4","2",0.528988888888889
"M3","haplotype-tagged","PH","CV2","4","2",0.5335
"M2","genome-wide","PPP","CV2","4","2",0.207544444444444
"M3","genome-wide","PPP","CV2","4","2",0.214411111111111
"M2","haplotype-tagged","PPP","CV2","4","2",0.200466666666667
"M3","haplotype-tagged","PPP","CV2","4","2",0.219644444444444
"M2","genome-wide","YPPlnt","CV2","4","2",0.0843111111111111
"M3","genome-wide","YPPlnt","CV2","4","2",0.0943444444444444
"M2","haplotype-tagged","YPPlnt","CV2","4","2",0.0666888888888889
"M3","haplotype-tagged","YPPlnt","CV2","4","2",0.0701333333333333
"M2","genome-wide","DTF","CV0","5","2",0.6473
"M3","genome-wide","DTF","CV0","5","2",0.64315
"M2","haplotype-tagged","DTF","CV0","5","2",0.6425
"M3","haplotype-tagged","DTF","CV0","5","2",0.63995
"M2","genome-wide","DTM","CV0","5","2",0.59185
"M3","genome-wide","DTM","CV0","5","2",0.5915
"M2","haplotype-tagged","DTM","CV0","5","2",0.58465
"M3","haplotype-tagged","DTM","CV0","5","2",0.5902
"M2","genome-wide","HSW","CV0","5","2",0.80045
"M3","genome-wide","HSW","CV0","5","2",0.8006
"M2","haplotype-tagged","HSW","CV0","5","2",0.7923
"M3","haplotype-tagged","HSW","CV0","5","2",0.79295
"M2","genome-wide","PH","CV0","5","2",0.40415
"M3","genome-wide","PH","CV0","5","2",0.40215
"M2","haplotype-tagged","PH","CV0","5","2",0.39995
"M3","haplotype-tagged","PH","CV0","5","2",0.39855
"M2","genome-wide","PPP","CV0","5","2",0.0699
"M3","genome-wide","PPP","CV0","5","2",0.0697
"M2","haplotype-tagged","PPP","CV0","5","2",0.0692
"M3","haplotype-tagged","PPP","CV0","5","2",0.0817
"M2","genome-wide","YPPlnt","CV0","5","2",0.2295
"M3","genome-wide","YPPlnt","CV0","5","2",0.1959
"M2","haplotype-tagged","YPPlnt","CV0","5","2",0.199
"M3","haplotype-tagged","YPPlnt","CV0","5","2",0.19635
"M2","genome-wide","DTF","CV00","5","2",0.49475
"M3","genome-wide","DTF","CV00","5","2",0.51115
"M2","haplotype-tagged","DTF","CV00","5","2",0.30205
"M3","haplotype-tagged","DTF","CV00","5","2",0.45345
"M2","genome-wide","DTM","CV00","5","2",0.38895
"M3","genome-wide","DTM","CV00","5","2",0.41555
"M2","haplotype-tagged","DTM","CV00","5","2",0.3586
"M3","haplotype-tagged","DTM","CV00","5","2",0.2269
"M2","genome-wide","HSW","CV00","5","2",0.68455
"M3","genome-wide","HSW","CV00","5","2",0.6902
"M2","haplotype-tagged","HSW","CV00","5","2",0.52235
"M3","haplotype-tagged","HSW","CV00","5","2",0.5361
"M2","genome-wide","PH","CV00","5","2",0.60725
"M3","genome-wide","PH","CV00","5","2",0.60395
"M2","haplotype-tagged","PH","CV00","5","2",0.55995
"M3","haplotype-tagged","PH","CV00","5","2",0.58505
"M2","genome-wide","PPP","CV00","5","2",0.15175
"M3","genome-wide","PPP","CV00","5","2",0.17715
"M2","haplotype-tagged","PPP","CV00","5","2",0.0977
"M3","haplotype-tagged","PPP","CV00","5","2",0.0391
"M2","genome-wide","YPPlnt","CV00","5","2",0.021
"M3","genome-wide","YPPlnt","CV00","5","2",-0.04385
"M2","haplotype-tagged","YPPlnt","CV00","5","2",0.2818
"M3","haplotype-tagged","YPPlnt","CV00","5","2",0.29495
"M2","genome-wide","DTF","CV1","5","2",0.356977777777778
"M3","genome-wide","DTF","CV1","5","2",0.391777777777778
"M2","haplotype-tagged","DTF","CV1","5","2",0.283644444444444
"M3","haplotype-tagged","DTF","CV1","5","2",0.301144444444444
"M2","genome-wide","DTM","CV1","5","2",0.331233333333333
"M3","genome-wide","DTM","CV1","5","2",0.298522222222222
"M2","haplotype-tagged","DTM","CV1","5","2",0.241922222222222
"M3","haplotype-tagged","DTM","CV1","5","2",0.278822222222222
"M2","genome-wide","HSW","CV1","5","2",0.635211111111111
"M3","genome-wide","HSW","CV1","5","2",0.636244444444444
"M2","haplotype-tagged","HSW","CV1","5","2",0.402466666666667
"M3","haplotype-tagged","HSW","CV1","5","2",0.396633333333333
"M2","genome-wide","PH","CV1","5","2",0.499511111111111
"M3","genome-wide","PH","CV1","5","2",0.538855555555556
"M2","haplotype-tagged","PH","CV1","5","2",0.462955555555556
"M3","haplotype-tagged","PH","CV1","5","2",0.456611111111111
"M2","genome-wide","PPP","CV1","5","2",0.107166666666667
"M3","genome-wide","PPP","CV1","5","2",0.141877777777778
"M2","haplotype-tagged","PPP","CV1","5","2",0.122644444444444
"M3","haplotype-tagged","PPP","CV1","5","2",0.182544444444444
"M2","genome-wide","YPPlnt","CV1","5","2",0.176322222222222
"M3","genome-wide","YPPlnt","CV1","5","2",0.172144444444444
"M2","haplotype-tagged","YPPlnt","CV1","5","2",0.0411444444444444
"M3","haplotype-tagged","YPPlnt","CV1","5","2",0.0344666666666667
"M2","genome-wide","DTF","CV2","5","2",0.666344444444444
"M3","genome-wide","DTF","CV2","5","2",0.665544444444444
"M2","haplotype-tagged","DTF","CV2","5","2",0.656722222222222
"M3","haplotype-tagged","DTF","CV2","5","2",0.666188888888889
"M2","genome-wide","DTM","CV2","5","2",0.484655555555556
"M3","genome-wide","DTM","CV2","5","2",0.505766666666667
"M2","haplotype-tagged","DTM","CV2","5","2",0.477422222222222
"M3","haplotype-tagged","DTM","CV2","5","2",0.507922222222222
"M2","genome-wide","HSW","CV2","5","2",0.721866666666667
"M3","genome-wide","HSW","CV2","5","2",0.716111111111111
"M2","haplotype-tagged","HSW","CV2","5","2",0.7224
"M3","haplotype-tagged","HSW","CV2","5","2",0.722011111111111
"M2","genome-wide","PH","CV2","5","2",0.638933333333333
"M3","genome-wide","PH","CV2","5","2",0.626488888888889
"M2","haplotype-tagged","PH","CV2","5","2",0.631611111111111
"M3","haplotype-tagged","PH","CV2","5","2",0.648355555555556
"M2","genome-wide","PPP","CV2","5","2",0.214288888888889
"M3","genome-wide","PPP","CV2","5","2",0.195033333333333
"M2","haplotype-tagged","PPP","CV2","5","2",0.200688888888889
"M3","haplotype-tagged","PPP","CV2","5","2",0.182644444444444
"M2","genome-wide","YPPlnt","CV2","5","2",0.0817444444444444
"M3","genome-wide","YPPlnt","CV2","5","2",0.0814888888888889
"M2","haplotype-tagged","YPPlnt","CV2","5","2",0.0709555555555555
"M3","haplotype-tagged","YPPlnt","CV2","5","2",0.0645777777777778
"M2","genome-wide","DTF","CV0","6","2",0.708
"M3","genome-wide","DTF","CV0","6","2",0.7075
"M2","haplotype-tagged","DTF","CV0","6","2",0.69655
"M3","haplotype-tagged","DTF","CV0","6","2",0.68785
"M2","genome-wide","DTM","CV0","6","2",0.59445
"M3","genome-wide","DTM","CV0","6","2",0.59235
"M2","haplotype-tagged","DTM","CV0","6","2",0.5802
"M3","haplotype-tagged","DTM","CV0","6","2",0.574
"M2","genome-wide","HSW","CV0","6","2",0.8082
"M3","genome-wide","HSW","CV0","6","2",0.8068
"M2","haplotype-tagged","HSW","CV0","6","2",0.7973
"M3","haplotype-tagged","HSW","CV0","6","2",0.79525
"M2","genome-wide","PH","CV0","6","2",0.4425
"M3","genome-wide","PH","CV0","6","2",0.44175
"M2","haplotype-tagged","PH","CV0","6","2",0.43855
"M3","haplotype-tagged","PH","CV0","6","2",0.4386
"M2","genome-wide","PPP","CV0","6","2",0.19715
"M3","genome-wide","PPP","CV0","6","2",0.16145
"M2","haplotype-tagged","PPP","CV0","6","2",0.1669
"M3","haplotype-tagged","PPP","CV0","6","2",0.12905
"M2","genome-wide","YPPlnt","CV0","6","2",0.10005
"M3","genome-wide","YPPlnt","CV0","6","2",0.08075
"M2","haplotype-tagged","YPPlnt","CV0","6","2",0.0752
"M3","haplotype-tagged","YPPlnt","CV0","6","2",0.08185
"M2","genome-wide","DTF","CV00","6","2",0.4052
"M3","genome-wide","DTF","CV00","6","2",0.40325
"M2","haplotype-tagged","DTF","CV00","6","2",0.26525
"M3","haplotype-tagged","DTF","CV00","6","2",0.15995
"M2","genome-wide","DTM","CV00","6","2",0.22805
"M3","genome-wide","DTM","CV00","6","2",0.23675
"M2","haplotype-tagged","DTM","CV00","6","2",0.2422
"M3","haplotype-tagged","DTM","CV00","6","2",0.2753
"M2","genome-wide","HSW","CV00","6","2",0.6407
"M3","genome-wide","HSW","CV00","6","2",0.63675
"M2","haplotype-tagged","HSW","CV00","6","2",0.65285
"M3","haplotype-tagged","HSW","CV00","6","2",0.6271
"M2","genome-wide","PH","CV00","6","2",0.32535
"M3","genome-wide","PH","CV00","6","2",0.32865
"M2","haplotype-tagged","PH","CV00","6","2",0.345
"M3","haplotype-tagged","PH","CV00","6","2",0.35085
"M2","genome-wide","PPP","CV00","6","2",0.1795
"M3","genome-wide","PPP","CV00","6","2",0.18105
"M2","haplotype-tagged","PPP","CV00","6","2",0.1655
"M3","haplotype-tagged","PPP","CV00","6","2",0.1924
"M2","genome-wide","YPPlnt","CV00","6","2",0.09225
"M3","genome-wide","YPPlnt","CV00","6","2",0.11775
"M2","haplotype-tagged","YPPlnt","CV00","6","2",0.1448
"M3","haplotype-tagged","YPPlnt","CV00","6","2",0.1385
"M2","genome-wide","DTF","CV1","6","2",0.513733333333333
"M3","genome-wide","DTF","CV1","6","2",0.4902
"M2","haplotype-tagged","DTF","CV1","6","2",0.405533333333333
"M3","haplotype-tagged","DTF","CV1","6","2",0.244988888888889
"M2","genome-wide","DTM","CV1","6","2",0.398911111111111
"M3","genome-wide","DTM","CV1","6","2",0.375733333333333
"M2","haplotype-tagged","DTM","CV1","6","2",0.213788888888889
"M3","haplotype-tagged","DTM","CV1","6","2",0.194588888888889
"M2","genome-wide","HSW","CV1","6","2",0.486522222222222
"M3","genome-wide","HSW","CV1","6","2",0.486944444444444
"M2","haplotype-tagged","HSW","CV1","6","2",0.4691
"M3","haplotype-tagged","HSW","CV1","6","2",0.4355
"M2","genome-wide","PH","CV1","6","2",0.226411111111111
"M3","genome-wide","PH","CV1","6","2",0.235455555555556
"M2","haplotype-tagged","PH","CV1","6","2",0.261011111111111
